clustering_features,n_clustering_features,n_clusters,n_factors,rotation,silhouette_score,smallest_cluster,largest_cluster,clusters_below_efa_rule,max_cluster_supported_factors,global_mean_primary_abs_loading,global_mean_cross_loading_gap,global_simple_feature_share,global_covariance_reconstruction_rmse,global_n_observations,global_n_parameters,global_exact_total_log_likelihood,global_exact_mean_log_likelihood,global_regularized_total_log_likelihood,global_regularized_mean_log_likelihood,global_regularized_aic,global_regularized_bic,global_likelihood_eigenvalue_floor,global_exact_likelihood_finite,global_minimum_uniqueness,global_uniquenesses_below_floor,clustered_n_parameters,clustered_exact_total_log_likelihood,clustered_regularized_total_log_likelihood,clustered_regularized_aic,clustered_regularized_bic,clustered_unstable_models,clustered_minus_global_regularized_bic,clustered_minus_global_regularized_aic,clustered_minus_global_regularized_total_log_likelihood,clustered_status,clustered_reason,clustered_mean_primary_abs_loading,clustered_minus_global_mean_primary_abs_loading,clustered_mean_cross_loading_gap,clustered_minus_global_mean_cross_loading_gap,clustered_simple_feature_share,clustered_minus_global_simple_feature_share,clustered_covariance_reconstruction_rmse,clustered_minus_global_covariance_reconstruction_rmse,experiment_id,status,error
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,2,3,37,varimax,0.5098890551912953,44,124,3,44,0.8182457552064949,0.5900058459723428,0.7413793103448276,0.004959240656306494,217,1596,-3346.8690155454033,-15.423359518642412,-3346.869015549055,-15.42335951865924,9885.73803109811,15280.054207348683,1e-06,True,2.1686718403302052e-06,0,4788.0,-inf,8367.38553390681,-7158.771067813621,9024.1774609381,3.0,-6255.876746410584,-17044.50909891173,11714.254549455865,ok,,0.8300431043517144,0.01179734914521946,0.582596866788347,-0.007408979183995856,0.69394565390116,-0.04743365644366759,0.004118399531346245,-0.0008408411249602489,379,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,2,3,38,varimax,0.5098890551912953,44,124,3,44,0.8219380259758767,0.5928484712765412,0.7241379310344828,0.003933092147026487,217,1617,-3333.927530450398,-15.363721338481097,-3333.927530452318,-15.363721338489945,9901.855060904636,15367.149081579559,1e-06,True,2.22078409184423e-06,0,4851.0,-inf,8516.643160966913,-7331.286321933825,9064.595740090946,3.0,-6302.553341488612,-17233.14138283846,11850.57069141923,ok,,0.8317262760506873,0.009788250074810545,0.5843006334075475,-0.008547837868993713,0.6767042745908152,-0.04743365644366759,0.003997284093084564,6.41919460580764e-05,380,ok,
services_value_added_per_worker_constant_2015_usd,1,3,33,varimax,0.6805872190790466,46,118,3,46,0.8050447853159557,0.5787844152091993,0.7241379310344828,0.007526281970749107,217,1502,-3442.613861618467,-15.864580007458374,-3442.6138616210533,-15.864580007470291,9889.227723242107,14965.833548259878,1e-06,True,2.096456928946111e-06,0,4506.0,-14140722.861517498,7563.471669320932,-6114.943338641864,9114.874136411447,3.0,-5850.959411848431,-16004.171061883972,11006.085530941986,ok,,0.8112642728952459,0.00621948757929025,0.5540733728568574,-0.024711042352341894,0.6067853170189099,-0.11735261401557284,0.0075878149967170076,6.153302596790047e-05,90,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,2,41,varimax,0.48211808553742314,59,158,2,58,0.8280316360184904,0.5972632378832795,0.7241379310344828,0.0028463945356294457,217,1674,-3298.870980821778,-15.20217041853354,-3298.8709808252793,-15.202170418549674,9945.741961650558,15603.690131477288,1e-06,True,2.087797065342123e-06,0,3348.0,-inf,4447.6911326048275,-2199.382265209655,9116.514074443805,2.0,-6487.176057033483,-12145.124226860213,7746.562113430107,ok,,0.8338797762773932,0.00584814025890279,0.5688232817369456,-0.028439956146333878,0.6724137931034483,-0.051724137931034475,0.003326700688978348,0.0004803061533489024,611,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,2,5,3,varimax,0.48544456474836,27,84,5,27,0.48515284111194995,0.41923922192519786,0.41379310344827586,0.10231671382744192,217,287,-10930.027814096644,-50.36879177003062,-10930.027814096593,-50.368791770030384,22434.055628193186,23404.086168659298,1e-06,True,0.0002842158505825809,0,1435.0,-inf,-719.5955485146409,4309.191097029282,9159.343799359842,3.0,-14244.742369299456,-18124.864531163905,10210.432265581952,ok,,0.5145165107978241,0.029363669685874172,0.3798038187531124,-0.03943540317208544,0.42841252184967427,0.01461941840139841,0.12419410911622084,0.02187739528877891,459,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,3,6,varimax,0.3740345556347403,44,105,3,44,0.6110450955876815,0.4757079487354937,0.5344827586206896,0.06822830767956198,217,449,-8578.85443789818,-39.533891418885624,-8578.854437898755,-39.533891418888274,18055.70887579751,19573.282787537177,1e-06,True,2.7228273581370033e-05,0,1347.0,-906.4559209028212,-960.3611854747646,4614.722370949529,9167.444106168528,2.0,-10405.838681368648,-13440.98650484798,7618.49325242399,ok,,0.5900012995924878,-0.02104379599519368,0.4148325897493866,-0.06087535898610713,0.44764023518194823,-0.08684252343874138,0.08732792030250215,0.019099612622940174,633,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,2,42,varimax,0.48211808553742314,59,158,2,58,0.8307767944898714,0.6013903854052675,0.7413793103448276,0.002714522318009287,217,1691,-3277.9926610418943,-15.105956963326701,-3277.9926610382927,-15.105956963310105,9937.985322076585,15653.391746913503,1e-06,True,1.6755062286488709e-06,0,3382.0,65173.540505326644,4511.860084972272,-2259.720169944543,9171.092679729292,2.0,-6482.299067184211,-12197.705492021129,7789.852746010564,ok,,0.8352069022075361,0.004430107717664722,0.569593205882338,-0.031797179522929486,0.6849674241220404,-0.056411886222787255,0.003017792917650227,0.0003032705996409402,612,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,3,38,varimax,0.3740345556347403,44,105,3,44,0.8219380259758767,0.5928484712765412,0.7241379310344828,0.003933092147026487,217,1617,-3333.927530450398,-15.363721338481097,-3333.927530452318,-15.363721338489945,9901.855060904636,15367.149081579559,1e-06,True,2.22078409184423e-06,0,4851.0,-inf,8459.246211130652,-7216.4924222613045,9179.389639763467,3.0,-6187.759441816092,-17118.34748316594,11793.17374158297,ok,,0.8381541416168106,0.016216115640933837,0.5923357829040118,-0.0005126883725293796,0.6929127602097569,-0.031225170824725867,0.004758182698664871,0.000825090551638384,665,ok,
services_value_added_per_worker_constant_2015_usd,1,2,12,varimax,0.5733618598907102,62,155,2,58,0.6714867862268051,0.4911327182007283,0.5344827586206896,0.052613181119927174,217,746,-6380.742177988173,-29.404341834046882,-6380.742177988816,-29.404341834049845,14253.484355977633,16774.887781718815,1e-06,True,2.5776176834413356e-05,0,1492.0,-474.8228833980361,-589.8241957763425,4163.648391552685,9206.455243035052,2.0,-7568.432538683763,-10089.835964424947,5790.917982212473,ok,,0.670749703439161,-0.0007370827876441721,0.4729766363772187,-0.018156081823509584,0.5541871921182266,0.019704433497537033,0.05694112610128598,0.004327944981358807,12,ok,
services_value_added_per_worker_constant_2015_usd,1,2,32,varimax,0.5733618598907102,62,155,2,58,0.803422819435005,0.5819675701440162,0.7068965517241379,0.00841807269623644,217,1476,-3483.585574935654,-16.053389746247255,-3483.585574937169,-16.053389746254236,9919.171149874339,14907.899643700057,1e-06,True,2.626606891098504e-06,0,2952.0,3605.881448597188,3331.4184337018714,-758.8368674037429,9218.620120247695,2.0,-5689.279523452362,-10678.008017278082,6815.00400863904,ok,,0.8024233026725516,-0.0009995167624534673,0.5619672851637851,-0.020000284980231098,0.6403940886699507,-0.06650246305418717,0.01065455832733972,0.002236485631103279,32,ok,
services_value_added_per_worker_constant_2015_usd,1,5,4,varimax,0.657962178053516,26,100,5,26,0.5379462408760133,0.4600007834153982,0.46551724137931033,0.0915790677995735,217,342,-9691.288303262168,-44.660314761576814,-9691.288303262409,-44.66031476157792,20066.576606524817,21222.501501435654,1e-06,True,2.9610065557350573e-05,0,1710.0,-116.24660052574569,-29.712161716734784,3479.4243234334695,9259.048797987656,4.0,-11963.452703447998,-16587.15228309135,9661.576141545675,ok,,0.5514568694719961,0.013510628595982843,0.38290215758577567,-0.07709862582962251,0.42340696011441287,-0.042110281264897464,0.10989814112073401,0.018319073321160506,175,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,2,43,varimax,0.48211808553742314,59,158,2,58,0.8326998989583292,0.6028818806026673,0.7068965517241379,0.0023941306623880016,217,1707,-3273.1663133718494,-15.08371572982419,-3273.1663133732545,-15.083715729830667,9960.332626746509,15729.817409240073,1e-06,True,1.8564344791416332e-06,0,3414.0,-inf,4551.418479047683,-2274.836958095366,9264.132606891762,2.0,-6465.684802348311,-12235.169584841875,7824.584792420937,ok,,0.8350846301507661,0.002384731192436873,0.5660265904846563,-0.03685529011801103,0.6394406483394248,-0.06745590338471308,0.0023855299938806748,-8.600668507326853e-06,613,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,3,39,varimax,0.3740345556347403,44,105,3,44,0.822193691124944,0.5900012267082819,0.7068965517241379,0.0036777170231362595,217,1637,-3322.4209809386357,-15.310695764694174,-3322.4209809338035,-15.310695764671905,9918.841961867607,15451.73392961334,1e-06,True,2.2334149963887384e-06,0,4911.0,-inf,8568.483807304832,-7314.967614609664,9283.708288627535,3.0,-6168.025640985805,-17233.809576477273,11890.904788238637,ok,,0.8389870103300834,0.01679331920513938,0.5927451824678144,0.002743955759532457,0.695852534562212,-0.011044017161925934,0.004888401875675953,0.0012106848525396939,666,ok,
services_value_added_per_worker_constant_2015_usd,1,3,34,varimax,0.6805872190790466,46,118,3,46,0.8074542698881476,0.5823527264647387,0.7241379310344828,0.007261664694897595,217,1527,-3409.9500709580643,-15.714055626534858,-3409.950070959586,-15.714055626541871,9873.900141919172,15035.003400775453,1e-06,True,2.2355841003962595e-06,0,4581.0,-inf,7674.4456480701465,-6186.891296140293,9296.418480428554,3.0,-5738.584920346899,-16060.791438059465,11084.395719029733,ok,,0.8157350343674942,0.008280764479346558,0.5600260219800849,-0.022326704484653792,0.6229143492769744,-0.10122358175750834,0.006777273631558503,-0.00048439106333909247,91,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,2,44,varimax,0.48211808553742314,59,158,2,58,0.8382601878207442,0.6086379449053547,0.7241379310344828,0.0017989489241863588,217,1722,-3277.9332127502503,-15.10568300806567,-3277.933212745805,-15.105683008045185,9999.866425491611,15820.04966828828,1e-06,True,2.394686367090948e-06,0,3444.0,-88137.1255924131,4593.884555152126,-2299.7691103042525,9340.59737528909,2.0,-6479.452292999191,-12299.635535795864,7871.817767897932,ok,,0.8385672831720158,0.00030709535127160237,0.5700171791143605,-0.03862076579099427,0.6519942793580168,-0.07214365167646597,0.0018105348189600958,1.1585894773737029e-05,614,ok,
services_value_added_per_worker_constant_2015_usd,1,3,7,varimax,0.6805872190790466,46,118,3,46,0.6426514546866168,0.4997350356893645,0.5862068965517241,0.05965159384870716,217,501,-8245.186334748505,-37.99625039054611,-8245.186334749515,-37.996250390550756,17492.37266949903,19185.7012436228,1e-06,True,2.6933054936284506e-05,0,1503.0,-791090.6289347673,-629.4488160143901,4264.89763202878,9344.883354400092,3.0,-9840.817889222708,-13227.475037470249,7615.7375187351245,ok,,0.6228066232744387,-0.019844831412178077,0.4354519552482915,-0.064283080441073,0.49523279834737005,-0.09097409820435404,0.07707820724854067,0.017426613399833507,64,ok,
services_value_added_per_worker_constant_2015_usd,1,2,13,varimax,0.5733618598907102,62,155,2,58,0.6768265881237939,0.4849548624348202,0.5,0.05030592766119742,217,792,-6015.839551620709,-27.722762910694513,-6015.839551620842,-27.722762910695124,13615.679103241684,16292.557807245728,1e-06,True,1.9641172442463883e-05,0,1584.0,-342.06126011680215,-415.7197648500076,3999.439529700015,9353.196937708104,2.0,-6939.360869537624,-9616.239573541669,5600.119786770834,ok,,0.671699095147187,-0.005127492976606973,0.4712301771718546,-0.013724685262965608,0.5492610837438423,0.049261083743842304,0.0562161629235159,0.005910235262318486,13,ok,
services_value_added_per_worker_constant_2015_usd,1,2,33,varimax,0.5733618598907102,62,155,2,58,0.8050447853159557,0.5787844152091993,0.7241379310344828,0.007526281970749107,217,1502,-3442.613861618467,-15.864580007458374,-3442.6138616210533,-15.864580007470291,9889.227723242107,14965.833548259878,1e-06,True,2.096456928946111e-06,0,3004.0,3708.138363357457,3402.4446676766975,-796.8893353533949,9356.322314682146,2.0,-5609.511233577732,-10686.117058595502,6845.05852929775,ok,,0.8075026090588558,0.002457823742900156,0.5680942807183553,-0.010690134490843994,0.6748768472906403,-0.049261083743842415,0.010156404811126523,0.0026301228403774156,33,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,3,43,varimax,0.3740345556347403,44,105,3,44,0.8326998989583292,0.6028818806026673,0.7068965517241379,0.0023941306623880016,217,1707,-3273.1663133718494,-15.08371572982419,-3273.1663133732545,-15.083715729830667,9960.332626746509,15729.817409240073,1e-06,True,1.8564344791416332e-06,0,5121.0,-inf,9093.23844360247,-7944.476887204939,9363.977460275757,3.0,-6365.839948964316,-17904.809513951448,12366.404756975724,ok,,0.8532295902753929,0.020529691317063725,0.6071603155602987,0.004278434957631361,0.6929127602097569,-0.013983791514381005,0.0023731846907339353,-2.0945971654066312e-05,670,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,3,42,varimax,0.3740345556347403,44,105,3,44,0.8307767944898714,0.6013903854052675,0.7413793103448276,0.002714522318009287,217,1691,-3277.9926610418943,-15.105956963326701,-3277.9926610382927,-15.105956963310105,9937.985322076585,15653.391746913503,1e-06,True,1.6755062286488709e-06,0,5073.0,25017.55948136321,8955.247044357056,-7764.494088714113,9381.72518579664,3.0,-6271.666561116863,-17702.4794107907,12233.23970539535,ok,,0.8501026544005783,0.0193258599107069,0.6026428016644827,0.0012524162592152388,0.6845701573176546,-0.05680915302717304,0.0030718833373205427,0.00035736101931125577,669,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,4,5,varimax,0.4186827316052563,19,107,4,19,0.5792591259188683,0.4517293846570968,0.5,0.0772799260201382,217,396,-9222.594428669021,-42.50043515515678,-9222.594428668413,-42.50043515515398,19237.188857336827,20575.62820933885,1e-06,True,2.718563595871526e-05,0,1584.0,-335475.63041523146,-444.10558482560737,4056.2111696512147,9409.968577659303,3.0,-11165.659631679548,-15180.977687685612,8778.488843842806,ok,,0.5773955612311176,-0.0018635646877507295,0.4008976476764334,-0.0508317369806634,0.4620212935007151,-0.03797870649928492,0.0975491764696447,0.020269250449506504,689,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,3,41,varimax,0.3740345556347403,44,105,3,44,0.8280316360184904,0.5972632378832795,0.7241379310344828,0.0028463945356294457,217,1674,-3298.870980821778,-15.20217041853354,-3298.8709808252793,-15.202170418549674,9945.741961650558,15603.690131477288,1e-06,True,2.087797065342123e-06,0,5022.0,19478.09897953613,8798.755711209182,-7553.5114224183635,9420.333087061827,3.0,-6183.357044415461,-17499.25338406892,12097.62669203446,ok,,0.847556931274027,0.01952529525553659,0.6011965615633298,0.0039333236800502824,0.6845701573176546,-0.03956777371682818,0.0033486619347598,0.0005022673991303545,668,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,3,40,varimax,0.3740345556347403,44,105,3,44,0.821525407479428,0.5854700039055508,0.6724137931034483,0.003614721173882208,217,1656,-3312.3707974278636,-15.264381554967114,-3312.370797423042,-15.264381554944894,9936.741594846084,15533.851612309085,1e-06,True,2.3499992189979224e-06,0,4968.0,-inf,8645.265185664468,-7354.530371328936,9436.799681060067,3.0,-6097.051931249018,-17291.27196617502,11957.63598308751,ok,,0.8457522532022754,0.02422684572284739,0.6008002058285608,0.015330201923009934,0.6929127602097569,0.020498967106308608,0.0033942106648280966,-0.00022051050905411151,667,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,2,45,varimax,0.48211808553742314,59,158,2,58,0.8324330963838744,0.5949853656913171,0.7241379310344828,0.001597563910831921,217,1736,-3255.45331239366,-15.002088997205806,-3255.4533124006566,-15.00208899723805,9982.906624801313,15850.408430547552,1e-06,True,1.6639113974425968e-06,0,3472.0,-inf,4619.37758446726,-2294.75516893452,9440.248442557957,2.0,-6410.159987989595,-12277.661793735833,7874.830896867917,ok,,0.842375528663994,0.009942432280119595,0.5764972508085383,-0.018488114882778794,0.6724137931034483,-0.051724137931034475,0.001606236086208119,8.672175376198089e-06,615,ok,
services_value_added_per_worker_constant_2015_usd,1,3,35,varimax,0.6805872190790466,46,118,3,46,0.8077375505020767,0.577399135374171,0.7241379310344828,0.006702661122974021,217,1551,-3391.166063600266,-15.627493380646388,-3391.1660635993294,-15.62749338064207,9884.332127198659,15126.552922539911,1e-06,True,2.6401184023416846e-06,0,4653.0,1815678.0915373834,7789.443176308612,-6272.8863526172245,9453.776033406535,3.0,-5672.776889133376,-16157.218479815883,11180.609239907943,ok,,0.8165611453098043,0.008823594807727542,0.5592296269251638,-0.01816950844900722,0.6041633561099634,-0.11997457492451935,0.0059417010964621375,-0.0007609600265118836,92,ok,
services_value_added_per_worker_constant_2015_usd,1,2,34,varimax,0.5733618598907102,62,155,2,58,0.8074542698881476,0.5823527264647387,0.7241379310344828,0.007261664694897595,217,1527,-3409.9500709580643,-15.714055626534858,-3409.950070959586,-15.714055626541871,9873.900141919172,15035.003400775453,1e-06,True,2.2355841003962595e-06,0,3054.0,3765.471988235615,3466.5762870979906,-825.1525741959813,9497.053943516581,2.0,-5537.949457258872,-10699.052716115153,6876.5263580575765,ok,,0.8113713111239225,0.003917041235774854,0.5665615497016407,-0.015791176763097936,0.6847290640394089,-0.039408866995073843,0.008334247227239553,0.0010725825323419577,34,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,2,46,varimax,0.48211808553742314,59,158,2,58,0.8397601418082608,0.606295256378538,0.7068965517241379,0.0010440018278319195,217,1749,-3248.9862394977226,-14.972286817961855,-3248.9862394953507,-14.972286817950925,9995.972478990701,15907.412950332966,1e-06,True,1.6315941538946888e-06,0,3498.0,-inf,4635.172744096292,-2274.3454881925845,9548.535454491945,2.0,-6358.877495841021,-12270.317967183286,7884.158983591643,ok,,0.8439985042043003,0.0042383623960395855,0.5764694948784002,-0.029825761500137826,0.6598601620848561,-0.047036389639281806,0.0013157595645832696,0.0002717577367513501,616,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,3,44,varimax,0.3740345556347403,44,105,3,44,0.8382601878207442,0.6086379449053547,0.7241379310344828,0.0017989489241863588,217,1722,-3277.9332127502503,-15.10568300806567,-3277.933212745805,-15.105683008045185,9999.866425491611,15820.04966828828,1e-06,True,2.394686367090948e-06,0,5166.0,13000.796121840227,9113.882287738357,-7895.7645754767145,9564.7851529133,3.0,-6255.26451537498,-17895.631000968326,12391.815500484163,ok,,0.8556028657618052,0.017342677941061035,0.6105420123695388,0.0019040674641840338,0.6875099316701095,-0.03662799936437322,0.0018253144772590552,2.6365553072696347e-05,671,ok,
services_value_added_per_worker_constant_2015_usd,1,2,35,varimax,0.5733618598907102,62,155,2,58,0.8077375505020767,0.577399135374171,0.7241379310344828,0.006702661122974021,217,1551,-3391.166063600266,-15.627493380646388,-3391.1660635993294,-15.62749338064207,9884.332127198659,15126.552922539911,1e-06,True,2.6401184023416846e-06,0,3102.0,3851.458146262274,3537.644502954571,-871.2890059091424,9613.152584773363,2.0,-5513.400337766549,-10755.621133107801,6928.810566553901,ok,,0.8121494774297096,0.004411926927632814,0.5638441301440381,-0.013555005230132866,0.645320197044335,-0.0788177339901478,0.007615911943504378,0.0009132508205303572,35,ok,
services_value_added_per_worker_constant_2015_usd,1,2,11,varimax,0.5733618598907102,62,155,2,58,0.6526629862001875,0.48765830136631194,0.5172413793103449,0.05893277839669161,217,699,-6505.193886896498,-29.977852013347917,-6505.1938868965135,-29.977852013347988,14408.387773793027,16770.93602391781,1e-06,True,9.8247824001918e-06,0,1398.0,-991.6539208844547,-1064.1434330245622,4924.286866049124,9649.383366298687,2.0,-7121.552657619122,-9484.100907743903,5441.0504538719515,ok,,0.6473040032229194,-0.005358982977268112,0.4536332836600653,-0.03402501770624666,0.5492610837438423,0.03201970443349744,0.059979332384465144,0.0010465539877735353,11,ok,
services_value_added_per_worker_constant_2015_usd,1,4,5,varimax,0.6624373132383236,29,108,4,29,0.5792591259188683,0.4517293846570968,0.5,0.0772799260201382,217,396,-9222.594428669021,-42.50043515515678,-9222.594428668413,-42.50043515515398,19237.188857336827,20575.62820933885,1e-06,True,2.718563595871526e-05,0,1584.0,-15145.909328751548,-570.3318880919779,4308.663776183956,9662.421184192044,2.0,-10913.207025146807,-14928.525081152871,8652.262540576436,ok,,0.5735337693064949,-0.005725356612373389,0.39539635721544664,-0.05633302744165014,0.44549499443826474,-0.054505005561735265,0.09616276022011597,0.01888283419997777,119,ok,
services_value_added_per_worker_constant_2015_usd,1,3,36,varimax,0.6805872190790466,46,118,3,46,0.814904565759381,0.5859752236640128,0.7241379310344828,0.005215740187912366,217,1574,-3369.802738865502,-15.529044879564525,-3369.8027388667333,-15.529044879570199,9887.605477733467,15207.56391220615,1e-06,True,2.307331888440345e-06,0,4722.0,-inf,7870.246816760851,-6296.493633521703,9663.38166989635,3.0,-5544.1822423098,-16184.09911125517,11240.049555627586,ok,,0.8165915601600248,0.0016869944006437931,0.5566593450335613,-0.029315878630451486,0.5968536469092642,-0.12728428412521853,0.005921668554150413,0.0007059283662380466,93,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,2,47,varimax,0.48211808553742314,59,158,2,58,0.834757783986421,0.5939791372391688,0.7068965517241379,0.0008800832168419317,217,1761,-3243.651271538958,-14.947701712161097,-3243.651271536665,-14.94770171215053,10009.302543073329,15961.30178265808,1e-06,True,1.5572579739053793e-06,0,3522.0,4089.7290762529865,4641.0416783044075,-2238.083356608815,9665.915122560684,2.0,-6295.386660097396,-12247.385899682144,7884.692949841072,ok,,0.8487203110426038,0.013962527056182839,0.5819269111071332,-0.012052226132035604,0.6849674241220404,-0.02192912760209753,0.0009347399088100739,5.465669196814222e-05,617,ok,
services_value_added_per_worker_constant_2015_usd,1,2,36,varimax,0.5733618598907102,62,155,2,58,0.814904565759381,0.5859752236640128,0.7241379310344828,0.005215740187912366,217,1574,-3369.802738865502,-15.529044879564525,-3369.8027388667333,-15.529044879570199,9887.605477733467,15207.56391220615,1e-06,True,2.307331888440345e-06,0,3148.0,3942.5380263395027,3610.789360444606,-925.5787208892116,9714.338148056155,2.0,-5493.225764149995,-10813.18419862268,6980.59209931134,ok,,0.8173476765523229,0.002443110792941905,0.5749456368144709,-0.011029586849541917,0.6995073891625616,-0.024630541871921152,0.007189088840954965,0.001973348653042599,36,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,2,48,varimax,0.48211808553742314,59,158,2,58,0.8383007195768213,0.5977949100598753,0.6551724137931034,0.0007622094574368473,217,1772,-3232.6034222487597,-14.896789964279998,-3232.6034222472645,-14.896789964273108,10009.206844494529,15998.384954968224,1e-06,True,9.785263157535695e-07,1,3544.0,-inf,4663.499311578564,-2238.9986231571274,9739.357597790262,2.0,-6259.027357177962,-12248.205467651656,7896.102733825828,ok,,0.8478672994496399,0.009566579872818615,0.5790044216137884,-0.018790488446086884,0.677101541395201,0.02192912760209753,0.0007761709539084893,1.3961496471641952e-05,618,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,5,4,varimax,0.43033844188313713,18,80,5,18,0.5379462408760133,0.4600007834153982,0.46551724137931033,0.0915790677995735,217,342,-9691.288303262168,-44.660314761576814,-9691.288303262409,-44.66031476157792,20066.576606524817,21222.501501435654,1e-06,True,2.9610065557350573e-05,0,1710.0,-inf,-278.65262455890934,3977.3052491178187,9756.929723672005,5.0,-11465.57177776365,-16089.271357406999,9412.6356787035,ok,,0.579243948705347,0.04129770782933373,0.4294448697130713,-0.03055591370232691,0.5057206419831559,0.040203400603845585,0.11090649813155672,0.01932743033198321,745,ok,
services_value_added_per_worker_constant_2015_usd,1,2,37,varimax,0.5733618598907102,62,155,2,58,0.8182457552064949,0.5900058459723428,0.7413793103448276,0.004959240656306494,217,1596,-3346.8690155454033,-15.423359518642412,-3346.869015549055,-15.42335951865924,9885.73803109811,15280.054207348683,1e-06,True,2.1686718403302052e-06,0,3192.0,3988.4548776023757,3673.392329653377,-962.7846593067543,9825.847693194391,2.0,-5454.206514154292,-10848.522690404865,7020.2613452024325,ok,,0.8226286876271999,0.004382932420704977,0.5775983335651647,-0.01240751240717819,0.6945812807881773,-0.046798029556650356,0.006299695393735339,0.001340454737428845,37,ok,
