clustering_features,n_clustering_features,n_clusters,n_factors,rotation,silhouette_score,smallest_cluster,largest_cluster,clusters_below_efa_rule,max_cluster_supported_factors,global_mean_primary_abs_loading,global_mean_cross_loading_gap,global_simple_feature_share,global_covariance_reconstruction_rmse,global_n_observations,global_n_parameters,global_exact_total_log_likelihood,global_exact_mean_log_likelihood,global_regularized_total_log_likelihood,global_regularized_mean_log_likelihood,global_regularized_aic,global_regularized_bic,global_likelihood_eigenvalue_floor,global_exact_likelihood_finite,global_minimum_uniqueness,global_uniquenesses_below_floor,clustered_n_parameters,clustered_exact_total_log_likelihood,clustered_regularized_total_log_likelihood,clustered_regularized_aic,clustered_regularized_bic,clustered_unstable_models,clustered_minus_global_regularized_bic,clustered_minus_global_regularized_aic,clustered_minus_global_regularized_total_log_likelihood,clustered_status,clustered_reason,clustered_mean_primary_abs_loading,clustered_minus_global_mean_primary_abs_loading,clustered_mean_cross_loading_gap,clustered_minus_global_mean_cross_loading_gap,clustered_simple_feature_share,clustered_minus_global_simple_feature_share,clustered_covariance_reconstruction_rmse,clustered_minus_global_covariance_reconstruction_rmse,experiment_id,status,error
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,2,49,varimax,0.48211808553742314,59,158,2,58,0.8420310706420515,0.601068539830073,0.6724137931034483,0.0005095041856049879,217,1782,-3229.865679573678,-14.884173638588377,-3229.865679572288,-14.884173638581974,10023.731359144576,16046.708443153675,1e-06,True,8.73833722936368e-07,2,3564.0,-14458.594656129852,4669.138337975706,-2210.2766759514125,9835.677492066785,2.0,-6211.03095108689,-12234.008035095989,7899.004017547994,ok,,0.8497116321259851,0.00768056148393359,0.5794586263332139,-0.021609913496859146,0.6473065310662642,-0.025107262037184053,0.0007625622154053111,0.00025305802980032325,619,ok,
services_value_added_per_worker_constant_2015_usd,1,3,37,varimax,0.6805872190790466,46,118,3,46,0.8182457552064949,0.5900058459723428,0.7413793103448276,0.004959240656306494,217,1596,-3346.8690155454033,-15.423359518642412,-3346.869015549055,-15.42335951865924,9885.73803109811,15280.054207348683,1e-06,True,2.1686718403302052e-06,0,4788.0,-inf,7944.528528058598,-6313.057056117195,9869.891472634525,3.0,-5410.162734714158,-16198.795087215305,11291.397543607653,ok,,0.821911867153241,0.0036661119467461534,0.5603175269245453,-0.029688319047797562,0.5968536469092642,-0.1445256634355634,0.005695951747931115,0.0007367110916246212,94,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,2,50,varimax,0.48211808553742314,59,158,2,58,0.8433430324193201,0.6014609496224856,0.7241379310344828,0.00046518956145036994,217,1791,-3229.7170461911637,-14.883488692125178,-3229.7170461858423,-14.883488692100656,10041.434092371685,16094.830252562648,1e-06,True,9.085098210404041e-07,1,3582.0,37745.76915116733,4675.6132855101805,-2187.226571020361,9919.565749361565,2.0,-6175.264503201082,-12228.660663392046,7905.330331696023,ok,,0.8520005652243896,0.008657532805069534,0.582227000621404,-0.019233949001081663,0.6598601620848561,-0.06427776894962667,0.0005363970288588005,7.120746740843059e-05,620,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,2,4,3,varimax,0.48917805569139594,27,111,4,27,0.48515284111194995,0.41923922192519786,0.41379310344827586,0.10231671382744192,217,287,-10930.027814096644,-50.36879177003062,-10930.027814096593,-50.368791770030384,22434.055628193186,23404.086168659298,1e-06,True,0.0002842158505825809,0,1148.0,-inf,-1879.2307305721602,6054.46146114432,9934.583623008768,2.0,-13469.50254565053,-16379.594167048865,9050.797083524432,ok,,0.4836474826234289,-0.0015053584885210691,0.3456372915048996,-0.07360193042029828,0.41442873033529315,0.0006356268870172932,0.11952922031486762,0.0172125064874257,402,ok,
services_value_added_per_worker_constant_2015_usd,1,2,38,varimax,0.5733618598907102,62,155,2,58,0.8219380259758767,0.5928484712765412,0.7241379310344828,0.003933092147026487,217,1617,-3333.927530450398,-15.363721338481097,-3333.927530452318,-15.363721338489945,9901.855060904636,15367.149081579559,1e-06,True,2.22078409184423e-06,0,3234.0,4072.7084970421474,3725.593289679354,-983.1865793587076,9947.401461991138,2.0,-5419.747619588421,-10885.041640263344,7059.520820131672,ok,,0.8290097763764653,0.007071750400588606,0.5875827847917657,-0.005265686484775434,0.7068965517241379,-0.017241379310344862,0.005143307428026387,0.0012102152809998993,38,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,2,51,varimax,0.48211808553742314,59,158,2,58,0.8490144988356573,0.6088873588125454,0.6551724137931034,0.0003813818602539615,217,1799,-3229.17971791621,-14.881012524959493,-3229.1797179188748,-14.881012524971773,10056.359435837749,16136.794774857037,1e-06,True,9.93395556481147e-07,1,3598.0,-inf,4684.755167983745,-2173.5103359674904,9987.360342071082,2.0,-6149.434432785954,-12229.869771805239,7913.9348859026195,ok,,0.8578084944857204,0.008793995650063113,0.5886080671071068,-0.02027929170543863,0.634752900047672,-0.020419513745431384,0.00020821401009547938,-0.00017316785015848214,621,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,2,2,6,varimax,0.5758666578630993,49,168,2,49,0.6110450955876815,0.4757079487354937,0.5344827586206896,0.06822830767956198,217,449,-8578.85443789818,-39.533891418885624,-8578.854437898755,-39.533891418888274,18055.70887579751,19573.282787537177,1e-06,True,2.7228273581370033e-05,0,898.0,-2545.3753127265477,-2584.5452378359014,6965.090475671803,10000.238299151137,2.0,-9573.04448838604,-11090.618400125708,5994.309200062854,ok,,0.5722494287655389,-0.03879566682214264,0.42643241449015235,-0.04927553424534137,0.4855394883203559,-0.048943270300333686,0.08499351245512227,0.01676520477556029,291,ok,
services_value_added_per_worker_constant_2015_usd,1,6,4,varimax,0.64513465545866,21,90,6,21,0.5379462408760133,0.4600007834153982,0.46551724137931033,0.0915790677995735,217,342,-9691.288303262168,-44.660314761576814,-9691.288303262409,-44.66031476157792,20066.576606524817,21222.501501435654,1e-06,True,2.9610065557350573e-05,0,2052.0,-inf,518.8224117788908,3066.355176442218,10001.904545907242,5.0,-11220.596955528412,-17000.221430082598,10210.110715041299,ok,,0.5643214665080043,0.026375225631991017,0.3786275531215323,-0.0813732302938659,0.4332591768631813,-0.03225806451612906,0.11175845447796817,0.020179386678394667,232,ok,
services_value_added_per_worker_constant_2015_usd,1,3,38,varimax,0.6805872190790466,46,118,3,46,0.8219380259758767,0.5928484712765412,0.7241379310344828,0.003933092147026487,217,1617,-3333.927530450398,-15.363721338481097,-3333.927530452318,-15.363721338489945,9901.855060904636,15367.149081579559,1e-06,True,2.22078409184423e-06,0,4851.0,-2821815.260247719,8033.297841088453,-6364.595682176907,10031.286379847865,3.0,-5335.862701731694,-16266.450743081543,11367.225371540771,ok,,0.8235808224205317,0.001642796444654926,0.5623073660425721,-0.030541105233969024,0.6005085015096139,-0.12362942952486888,0.004563685507536167,0.0006305933605096799,95,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,2,52,varimax,0.48211808553742314,59,158,2,58,0.851566788388954,0.6127380173496387,0.6896551724137931,0.00017667195987318936,217,1806,-3228.29769508923,-14.876947903637003,-3228.2976950936386,-14.876947903657321,10068.595390187278,16172.690010681348,1e-06,True,1.0901929509143926e-06,0,3612.0,-inf,4689.3856468721315,-2154.771293744263,10053.417947243877,2.0,-6119.272063437471,-12223.366683931541,7917.6833419657705,ok,,0.8576257964496613,0.006059008060707249,0.5880186878451997,-0.024719329504439003,0.6598601620848561,-0.029795010328937055,0.00017537016204912075,-1.3017978240686034e-06,622,ok,
services_value_added_per_worker_constant_2015_usd,1,2,39,varimax,0.5733618598907102,62,155,2,58,0.822193691124944,0.5900012267082819,0.7068965517241379,0.0036777170231362595,217,1637,-3322.4209809386357,-15.310695764694174,-3322.4209809338035,-15.310695764671905,9918.841961867607,15451.73392961334,1e-06,True,2.2334149963887384e-06,0,3274.0,4145.089980503894,3765.9717251366883,-983.9434502733766,10081.840485218088,2.0,-5369.893444395251,-10902.785412140984,7088.392706070492,ok,,0.8317277135087404,0.009534022383796414,0.5916311918436333,0.0016299651353514077,0.7142857142857143,0.007389162561576401,0.0043972877035978785,0.000719570680461619,39,ok,
services_value_added_per_worker_constant_2015_usd,1,2,10,varimax,0.5733618598907102,62,155,2,58,0.6359094395952842,0.47884345972229747,0.5172413793103449,0.061419060855820204,217,651,-6936.70329767964,-31.966374643684976,-6936.703297680843,-31.96637464369052,15175.406595361686,17375.719772516524,1e-06,True,1.5043563712957564e-05,0,1302.0,-1532.4154225592906,-1541.2010668231944,5686.402133646388,10087.028487956068,2.0,-7288.691284560457,-9489.004461715298,5395.502230857649,ok,,0.6292998154136165,-0.0066096241816677725,0.444863429550632,-0.033980030171665454,0.5123152709359606,-0.0049261083743842304,0.06690821945483225,0.005489158599012042,10,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,2,53,varimax,0.48211808553742314,59,158,2,58,0.8553872637906925,0.616775207517011,0.6896551724137931,0.00010599503227854762,217,1812,-3228.355364030598,-14.87721365912718,-3228.355364025953,-14.877213659105774,10080.710728051905,16205.08473266722,1e-06,True,1.0761758160171553e-06,0,3624.0,-inf,4695.221366960943,-2142.4427339218855,10106.30527530874,2.0,-6098.77945735848,-12223.15346197379,7923.576730986895,ok,,0.8601990615822911,0.004811797791598571,0.5902580608203736,-0.026517146696637406,0.6724137931034483,-0.017241379310344862,7.754682259617601e-05,-2.8448209682371614e-05,623,ok,
services_value_added_per_worker_constant_2015_usd,1,3,39,varimax,0.6805872190790466,46,118,3,46,0.822193691124944,0.5900012267082819,0.7068965517241379,0.0036777170231362595,217,1637,-3322.4209809386357,-15.310695764694174,-3322.4209809338035,-15.310695764671905,9918.841961867607,15451.73392961334,1e-06,True,2.2334149963887384e-06,0,4911.0,-4424503.457869683,8148.394368047058,-6474.788736094117,10123.887167143082,3.0,-5327.846762470257,-16393.630697961722,11470.815348980861,ok,,0.8272441681226806,0.0050504769977366415,0.567381919022965,-0.022619307685316947,0.6192594946766248,-0.08763705704751312,0.004305206340286018,0.0006274893171497585,96,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,2,54,varimax,0.48211808553742314,59,158,2,58,0.856000271724685,0.6150681237026489,0.6896551724137931,5.815190657412095e-05,217,1817,-3228.1922577594405,-14.876462017324611,-3228.1922577603873,-14.876462017328974,10090.384515520775,16231.65800690379,1e-06,True,1.140403121824285e-06,0,3634.0,8706.593728709748,4695.5986815280785,-2123.197363056157,10159.349619709874,2.0,-6072.308387193916,-12213.581878576932,7923.790939288466,ok,,0.864257354229006,0.008257082504321,0.5951134432261184,-0.019954680476530484,0.6849674241220404,-0.00468774829175278,2.7174288658104538e-05,-3.097761791601641e-05,624,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,2,3,5,varimax,0.5098890551912953,44,124,3,44,0.5792591259188683,0.4517293846570968,0.5,0.0772799260201382,217,396,-9222.594428669021,-42.50043515515678,-9222.594428668413,-42.50043515515398,19237.188857336827,20575.62820933885,1e-06,True,2.718563595871526e-05,0,1188.0,-219686.2348564154,-1905.0046978669716,6186.009395733943,10201.32745174001,2.0,-10374.300757598841,-13051.179461602884,7317.589730801442,ok,,0.5638847554969093,-0.015374370421958994,0.4005438178787265,-0.05118556677837027,0.4777530589543938,-0.022246941045606206,0.09191650570056611,0.014636579680427919,347,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,2,55,varimax,0.48211808553742314,59,158,2,58,0.8568825495567202,0.6142316343878551,0.6896551724137931,5.670384422829066e-05,217,1821,-3228.131094536975,-14.876180159156567,-3228.1310945322502,-14.876180159134794,10098.2621890645,16253.055269861678,1e-06,True,1.1471989205258382e-06,0,3642.0,-inf,4695.667500428767,-2107.3350008575344,10202.25116073682,2.0,-6050.804109124858,-12205.597189922035,7923.798594961017,ok,,0.8642508876348239,0.0073683380781037755,0.5949886138434352,-0.019243020544419953,0.6849674241220404,-0.00468774829175278,2.183339691160093e-05,-3.487044731668973e-05,625,ok,
services_value_added_per_worker_constant_2015_usd,1,2,40,varimax,0.5733618598907102,62,155,2,58,0.821525407479428,0.5854700039055508,0.6724137931034483,0.003614721173882208,217,1656,-3312.3707974278636,-15.264381554967114,-3312.370797423042,-15.264381554944894,9936.741594846084,15533.851612309085,1e-06,True,2.3499992189979224e-06,0,3312.0,4192.687687791472,3800.6911463805923,-977.3822927611845,10216.837742164818,2.0,-5317.013870144267,-10914.123887607268,7113.061943803634,ok,,0.8338585839982571,0.012333176518829037,0.592050907565742,0.006580903660191151,0.6896551724137931,0.017241379310344862,0.003752774497636285,0.0001380533237540769,40,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,2,7,varimax,0.48211808553742314,59,158,2,58,0.6426514546866168,0.4997350356893645,0.5862068965517241,0.05965159384870716,217,501,-8245.186334748505,-37.99625039054611,-8245.186334749515,-37.996250390550756,17492.37266949903,19185.7012436228,1e-06,True,2.6933054936284506e-05,0,1002.0,-2410.018760122869,-2418.43434780211,6840.86869560422,10227.525843851761,1.0,-8958.175399771038,-10651.503973894809,5826.7519869474045,ok,,0.5688521318531855,-0.07379932283343127,0.3747671816664288,-0.1249678540229357,0.391705069124424,-0.1945018274273001,0.08238101280076132,0.02272941895205416,577,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,2,56,varimax,0.48211808553742314,59,158,2,58,0.8591710099390265,0.6175457418645789,0.6896551724137931,4.988821405493465e-05,217,1824,-3228.1408455857345,-14.876225094865136,-3228.140845586768,-14.876225094869898,10104.281691173535,16269.214464031335,1e-06,True,1.1660669801960566e-06,0,3648.0,-inf,4695.691728523865,-2095.38345704773,10234.482088667868,2.0,-6034.732375363466,-12199.665148221266,7923.832574110633,ok,,0.86434197492488,0.0051709649858534545,0.5950869725949046,-0.022458769269674272,0.6849674241220404,-0.00468774829175278,1.9573935402361868e-05,-3.0314278652572785e-05,626,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,2,57,varimax,0.48211808553742314,59,158,2,58,0.8596608374900143,0.6177119842999488,0.6896551724137931,3.2236663631825506e-05,217,1826,-3228.073683172741,-14.875915590657792,-3228.073683171991,-14.875915590654337,10108.147366343983,16279.839933908861,1e-06,True,1.1548060409038996e-06,0,3652.0,-64960.74058137736,4693.302665166442,-2082.6053303328845,10260.779804796875,2.0,-6019.060129111986,-12190.752696676867,7921.376348338434,ok,,0.864241866747311,0.004581029257296643,0.5951365151730751,-0.022575469126873693,0.6849674241220404,-0.00468774829175278,2.3732111164553615e-05,-8.50455246727189e-06,627,ok,
services_value_added_per_worker_constant_2015_usd,1,3,40,varimax,0.6805872190790466,46,118,3,46,0.821525407479428,0.5854700039055508,0.6724137931034483,0.003614721173882208,217,1656,-3312.3707974278636,-15.264381554967114,-3312.370797423042,-15.264381554944894,9936.741594846084,15533.851612309085,1e-06,True,2.3499992189979224e-06,0,4968.0,-inf,8227.764874795568,-6519.529749591136,10271.800302797867,3.0,-5262.051309511218,-16456.27134443722,11540.13567221861,ok,,0.8277810123432223,0.006255604863794284,0.5680682895530634,-0.017401714352487385,0.6083743842364532,-0.0640394088669951,0.0037875023299268743,0.00017278115604466623,97,ok,
services_value_added_per_worker_constant_2015_usd,1,2,41,varimax,0.5733618598907102,62,155,2,58,0.8280316360184904,0.5972632378832795,0.7241379310344828,0.0028463945356294457,217,1674,-3298.870980821778,-15.20217041853354,-3298.8709808252793,-15.202170418549674,9945.741961650558,15603.690131477288,1e-06,True,2.087797065342123e-06,0,3348.0,4266.617577978699,3859.158028230064,-1022.3160564601276,10293.580283193332,2.0,-5310.109848283955,-10968.058018110685,7158.029009055343,ok,,0.8344068574358945,0.006375221417404098,0.589809409321236,-0.007453828562043463,0.7019704433497538,-0.02216748768472898,0.0036897745547894737,0.0008433800191600281,41,ok,
services_value_added_per_worker_constant_2015_usd,1,4,4,varimax,0.6624373132383236,29,108,4,29,0.5379462408760133,0.4600007834153982,0.46551724137931033,0.0915790677995735,217,342,-9691.288303262168,-44.660314761576814,-9691.288303262409,-44.66031476157792,20066.576606524817,21222.501501435654,1e-06,True,2.9610065557350573e-05,0,1368.0,-254206.0568673693,-1469.5011581461713,5675.002316292343,10298.701895935692,3.0,-10923.799605499962,-14391.574290232475,8221.787145116237,ok,,0.5366490987606256,-0.0012971421153876728,0.3824185983679924,-0.07758218504740577,0.44366756713808997,-0.021849674241220363,0.11016671510755663,0.018587647307983124,118,ok,
