country_name,iso3_country_code,world_bank_region,world_bank_income_group,observation_year,trade_in_services_percent_of_gdp,imports_of_goods_and_services_bop_current_usd,insurance_and_financial_services_percent_of_service_imports_bop,imports_of_goods_services_and_primary_income_bop_current_usd,transport_services_percent_of_service_imports_bop,travel_services_percent_of_service_imports_bop,foreign_direct_investment_net_outflows_percent_of_gdp,portfolio_investment_net_bop_current_usd,exports_of_goods_and_services_bop_current_usd,insurance_and_financial_services_percent_of_service_exports_bop,exports_of_goods_services_and_primary_income_bop_current_usd,transport_services_percent_of_service_exports_bop,travel_services_percent_of_service_exports_bop,foreign_direct_investment_net_inflows_percent_of_gdp,short_term_debt_percent_of_exports_of_goods_services_and_primary_income,net_oda_received_percent_of_imports_of_goods_services_and_primary_income,total_debt_service_percent_of_exports_of_goods_services_and_primary_income,debt_service_ppg_and_imf_only_percent_of_exports_of_goods_services_and_primary_income,public_and_publicly_guaranteed_debt_service_percent_of_exports_of_goods_services_and_primary_income,inflation_consumer_prices_annual_percent,net_investment_in_nonfinancial_assets_percent_of_gdp,taxes_on_goods_and_services_percent_of_revenue,taxes_on_goods_and_services_percent_value_added_of_industry_and_services,goods_and_services_expense_percent_of_expense,statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,exports_of_goods_and_services_current_usd,exports_of_goods_and_services_constant_2015_usd,exports_of_goods_and_services_annual_percent_growth,exports_of_goods_and_services_percent_of_gdp,imports_of_goods_and_services_current_usd,imports_of_goods_and_services_constant_2015_usd,imports_of_goods_and_services_annual_percent_growth,imports_of_goods_and_services_percent_of_gdp,external_balance_on_goods_and_services_percent_of_gdp,services_value_added_per_worker_constant_2015_usd,services_value_added_current_usd,services_value_added_constant_2015_usd,services_value_added_annual_percent_growth,services_value_added_percent_of_gdp,inflation_gdp_deflator_annual_percent,inflation_gdp_deflator_linked_series_annual_percent,foreign_direct_investment_net_bop_percent_of_gdp
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2022,41.1356619886428,9726489570.40927,5.98158875950898,10536414710.971,47.6602782253393,9.15613538286445,0.320461084571339,755841349.973625,6423628273.81864,0.415932402447013,6880032059.13908,6.74857677322756,80.081368924277,1.69418617103882,32.0271046364242,0.917014376071064,22.6105240997185,17.9531039417069,15.7688244789336,10.3495688391272,,,,,74.3333333333333,2.5,,,,,,,,,,10440.4290427521,11089000171.3325,10472056474.8841,7.86331635281323,58.941665644667,12.6568969893701,12.6568969893701,-1.373725086467477
Japan,JPN,East Asia & Pacific,High income,2022,8.98634009006988,1080736169186.02,10.5815275617556,1194052644149.74,17.1687923314414,2.3700585495889,4.10428029545103,-137874181087.288,922813472158.58,8.25718343072295,1303765281699.81,17.2462289327592,5.24116932874772,1.12971840820326,,,,,,2.49770278172255,,,,,90.3,4.1,918408424578.807,896088009190.787,5.54585722265935,21.5464241239166,1076977967308.71,908881701331.252,8.25448212053372,25.2665627129772,-3.7201385890606,63743.3818183833,2999014272514.77,3135802558901.33,2.46379233013477,70.3587115927394,0.399048968762756,0.39904896876277,2.9745618872477624
Jordan,JOR,Middle East & North Africa,Lower middle income,2022,27.9717682321214,30018732394.3662,11.7200486267894,31598450704.2253,56.7792194904112,25.819336591659,0.250121854977615,484647887.323943,20743380281.6901,1.5298903431199,21817323943.6619,19.2111779271311,72.9324372125928,1.97382535440765,72.0873377565123,6.28995496936414,23.1153007808048,16.8832968200487,16.5771873976812,4.22915568897117,1.43459036220995,46.7522997531972,14.1724590790691,12.3979458787186,90.3666666666667,,20743380281.6901,,,42.5374671563433,30018732394.3662,,,61.5579922828454,-19.0205251265022,14189.4503305741,29474709014.0845,26903380769.2872,2.64297426166537,60.4423893118368,2.61607320131351,2.61607320131351,-1.7237034994300386
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2022,7.98116968775852,60439222512.2411,5.1984786657258,89818117715.3535,27.8508574829478,24.811335199318,-1.26517705072823,13285342336.8268,93821705534.195,6.84578612195619,97303074217.2837,57.2799663976807,18.1974788294908,2.25355434978679,16.8384957328406,0.0831501662295511,51.1629261851802,3.15804664192965,7.83459787002895,15.0278644440851,0.612339301265109,24.2071804116019,4.88577520302171,15.7988494174264,89.0,2.7,93736589049.58,60294910705.8891,9.59999999999989,41.5690089041544,60354782089.0333,56274088904.1825,13.1000000000001,26.7653058374068,14.8037030667477,19471.2201392933,118710103984.44,124301493876.501,2.4999999999999,52.6439186616041,19.7690064802492,19.7690064802492,-3.51873140051502
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2022,11.5790817704727,27832039376.2049,11.2456649775134,29733650962.2205,38.1286417051138,9.35538201092641,0.472858743987299,706680011.209663,18262659339.0953,11.3184776443206,18404528879.7324,30.556833949397,30.041038730067,0.691645983068062,13.9160256827897,8.87669407880172,18.1305777110906,21.6673684783421,16.0861778894014,7.65986268272224,2.45151057381656,33.4438583270535,9.02066989551633,20.435387027123,62.3333333333333,,18262655904.9193,15643517694.0281,20.7531374390286,15.9570283629469,27832040674.6004,25377911170.1426,10.9124005878699,24.3182954744092,-8.36126711146226,6600.87975018022,63421467578.7432,56858583807.9286,6.6174950702631,55.4146210848294,6.95705445631218,6.95705445631218,-0.21878723908076153
Kiribati,KIR,East Asia & Pacific,Lower middle income,2022,39.5905655521585,272004455.965356,0.746164532572167,278966673.130131,43.4126961809117,19.2211336293683,0.0063970754741939,5012612.50191374,20579709.1554277,3.36568559214497,162666972.466483,16.0118352760149,14.6529508953061,1.58130645815643,,32.6394160043874,,,,5.34595440908904,7.2429749406382,14.9043859114753,15.5714569127344,26.8266260869581,59.8666666666667,,20535972.4197843,18082875.002643,106.050278514259,7.60477631122431,270259460.664946,262879265.621008,37.6986314797693,100.081101704685,-92.4763253934606,,175562977.134383,168120965.755901,8.51218827238087,65.0135840829881,-1.95866921317418,-1.95866921317418,-1.574909382682235
"Korea, Dem. People's Rep.",PRK,East Asia & Pacific,Low income,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,East Asia & Pacific,High income,2022,15.0345807060392,817594000000.0,2.41234243814705,855080300000.0,25.4000470876572,14.998354811977,3.65679386129604,25825900000.0,825960900000.0,3.05689594399135,883794300000.0,36.7486903358331,9.46710950129447,1.39186469730544,,,,,,5.08951365062842,1.42079778111668e-12,16.8928231379441,5.62027757494851,10.8808972516783,93.4,3.8,815019022384.453,776796914677.27,3.91615644763415,45.294860984133,814936711590.894,666463613821.56,4.15302400301054,45.2902865437219,0.0045744404110283,52897.2242287807,1044916862989.59,1052036897614.9,3.80069557193619,58.0714839153337,1.80785031900311,1.80785031900311,2.2649291639905957
Kosovo,XKX,Europe & Central Asia,Upper middle income,2022,40.4106965549334,6661154814.6996,8.19170958827642,6905966426.10651,25.8058418915541,39.4857464615406,1.96241997008476,130658420.134512,3660344996.07549,0.744284943986736,4031895605.22938,5.02587535533634,74.6936691700713,8.1685714094263,31.0250840417986,5.53815160727081,7.66021343654523,1.6491048227234,1.20265255472162,11.5805104542012,,,,,66.5,,3613394541.51771,3272932080.26208,18.8836038629937,38.6256570148792,6678129416.27684,5563302655.63477,5.43982901530802,71.3863746043466,-32.7607175894674,,4273542554.20124,3946187778.35547,6.05361685383667,45.6823596317648,7.1987107549258,7.1987107549258,-6.206151439341542
Kuwait,KWT,Middle East & North Africa,High income,2022,20.7918371701101,55909152627.9702,9.92856881046854,61025105304.4102,18.4426504021756,47.7305224609811,13.3778011104154,50854266996.5701,110922894163.57,16.5885683100742,142011952612.231,17.4219556068162,10.2228397751834,0.409943823254395,,,,,,3.98064961990313,,,,,63.1666666666667,2.9,110925714285.714,59437596142.4806,15.2856100009125,60.4493063070643,55915102040.8163,49552738664.5982,33.1932856971778,30.4711053899552,29.9782009171091,38658.3374823492,82247416816.3265,75582672719.2298,3.17527547712433,44.820980636545,17.6335216930828,17.6335216930828,12.967857287161035
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2022,23.5526443683373,10655378546.3556,3.05473137233581,10955153486.6483,61.5033348224886,14.6922457694134,-3.74630889394977,-396546.126400592,3628136442.09391,1.67031036135547,3657490191.78942,26.5376319854614,54.9649380173491,0.451992680624909,26.5871663082777,6.71113062487515,16.6877462903431,7.44184316368144,6.65111002747443,13.9229093174176,7.63677809316846,38.7575900609177,16.386009721521,11.7402419518275,81.0333333333333,2.2,5622995972.26342,3657632879.28513,59.1538307166888,46.3372718307792,10611929974.1289,10310585359.2624,66.7048160881966,87.4494462179864,-41.1121743872071,2789.83798990645,6190700947.51992,4153065475.91446,6.82879409354464,51.0155429673593,19.6572842421774,19.6572842421774,-4.198301574574681
Lao PDR,LAO,East Asia & Pacific,Lower middle income,2022,7.3986036217757,7982515291.09182,3.47782030751397,9473610493.04623,31.2793482565901,59.9811885795933,4.31190937888365e-05,-71307340.0202998,8604347866.61277,2.84834409361967,8700210546.66378,24.5406217062935,65.1334566920865,4.69509225789707,8.62445947917584,5.77745730280216,15.4930181501973,5.36288922201909,5.41412726247904,22.9562225132056,4.28798416033738,53.8897151348485,10.7166973239337,17.0311601346921,65.7333333333333,2.4,,,,,,,,,,9721.36435327753,6230635665.01669,7697667031.7125,2.45783992705182,40.2787651580097,15.7739459226011,15.7739459226011,-4.695092257897074
Latvia,LVA,Europe & Central Asia,High income,2022,33.5199920169125,31206110216.4638,3.20216276189573,33908242901.9752,26.0566354943035,20.0265675816602,-0.441745510701357,1047717758.61743,29363785846.0498,2.95828608983519,31385129923.5255,32.120026770953,14.0963805908821,3.20337891789771,,,,,,17.3102830198815,3.1950298070811,44.5916445789175,17.4973006594,12.1338446200563,97.0666666666667,3.7,29453042751.9515,22935818506.9275,11.4199534118506,77.5014838423287,31311327145.253,25801999079.7788,9.91278558676876,82.3912943483203,-4.88981050599162,32073.2698493238,23428434604.7978,20212785967.3281,5.65919641832653,61.6485862349309,9.69246570259344,9.83538053436664,-3.6449726209166537
Lebanon,LBN,Middle East & North Africa,Lower middle income,2022,70.6678816503606,24536366113.3529,8.68313788954784,26179754065.3862,23.4853367398745,48.4790418866631,0.315123128470233,3915127419.96543,12444971001.0111,7.30827186467562,13254592345.3684,2.9298889700842,64.471768863095,2.50966160641735,117.085346878457,5.45266350829381,28.706787657861,1.18757388834372,1.10722007268131,171.205491336641,,,,,61.5666666666667,,7311404298.94906,5865051606.30201,0.299990552060507,34.8287792460469,16806427844.3004,11816310245.2299,3.49999745765435,80.0594990196196,-45.2307197735727,22046.3256237056,18603919660.1853,27358396148.2827,-0.606007937180834,88.6220737442903,112.149478998819,112.149478998819,-2.1945384779471158
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2022,19.754323691125,2246921598.63639,2.56861147381134,2367410077.95058,12.1419060447765,74.062238236372,,-1868783.57884537,1070036114.03398,0.152668662153976,1667842059.57949,2.7655985072988,59.941611019271,-0.332065069453934,0.866223586161541,6.49352361685519,4.92649847316573,4.33369653828152,3.80652895970297,8.27180389943028,13.0789959429169,31.369121947046,18.6929137757979,16.3945632995916,29.7333333333333,,1095216446.36938,893640143.417973,-5.54542819412816,46.5063822153721,2257663699.96111,2043831308.32,-0.733932811510002,95.8675988588567,-49.3612166434846,4641.18210567161,1179050258.03301,1159711843.08595,2.63646732859939,50.0662331477834,5.53005496706199,5.53005496706199,0.332065069453935
Liberia,LBR,Sub-Saharan Africa,Low income,2022,15.6266402546129,1961475171.35404,8.75079172456204,2093825391.94612,41.1704113752684,2.96466480121497,2.35554820755667,,1220018729.61323,4.26213737622654,1240620970.35968,0.389349251208604,2.28060464039447,3.09332516183889,0.0,23.1868210452647,6.76553120617216,5.02018959762895,2.50322415483565,7.59298486560313,,,,,66.0333333333333,2.4,,,,,,,,,,1089.69310153583,1494098500.0,1259110175.38451,2.82683129559496,37.3426880514025,8.66620854081535,8.66620854081535,-23.99853010156666
Libya,LBY,Middle East & North Africa,Upper middle income,2022,19.1706582953803,27871900000.0,24.2383992981088,29595300000.0,40.6048937414701,26.880239812829,0.140358835130097,393800000.0,39831100000.0,65.9144893111639,41679800000.0,,,1.62326033379453,,0.895188478644626,,,,4.51030149235703,,,,,25.6333333333333,1.9,39778344211.4613,19050764817.5317,-19.9494100763124,91.9809235078212,27824997262.7216,17727756960.1708,-13.9220510754887,64.3407611745263,27.6401623332949,16105.6328979724,11492963833.6441,23265314777.4207,7.78467713203376,26.5756015796149,42.7720887426923,42.7720887426923,-1.4829014986644355
Liechtenstein,LIE,Europe & Central Asia,High income,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4210897833.33613,,,56.6982542234256,,,
Lithuania,LTU,Europe & Central Asia,High income,2022,42.6711687240913,62915667638.8762,3.90514881358835,67177790098.8257,50.5921193151348,10.176942660192,-1.1305471868484,2173499749.17455,61447708732.7558,4.6692098238986,62912779159.602,54.6764497111402,6.42836724640847,3.40588108209325,,,,,,19.7050461518394,2.13833421114708,33.2638130909344,13.0943210477609,6.89011949734828,91.1666666666667,3.6,61643097916.829,52333620164.0475,12.3878747843508,86.7798492943433,63129065380.5839,48301598517.6397,12.7018143973721,88.8717628567494,-2.09191356240615,32645.226669591,43352465503.4574,31890110609.6994,2.57082228760601,61.0306838894474,16.0665428207157,16.0665428207157,-4.536428268941654
Luxembourg,LUX,Europe & Central Asia,High income,2022,335.211319857434,150146956298.078,44.0339758374698,468554879271.684,16.8438803303047,3.86836920238581,-238.157313331211,-119731927633.103,180183644921.668,52.8192270142787,473638239790.849,12.7396753518809,4.09632265035251,-391.555119009248,,,,,,6.33600807777919,2.40953932751862,27.813347386189,12.93081723658,7.91863775784001,93.5666666666667,3.9,179628968244.446,153030158550.153,1.47019153946071,222.308456163103,153417111267.143,130993245852.852,2.40551172581812,189.868713761072,32.4397424020309,200714.450408706,65553724612.5645,57530920455.3574,0.751572005334197,81.1291600502247,6.22005985627277,6.21752167262224,79.8970313761967
"Macao SAR, China",MAC,East Asia & Pacific,High income,2022,68.4736966888235,20922708341.4225,34.8631250104909,24913272398.548,10.190267397692,21.4414441248887,3.41806176528486,3236852784.49952,21096808029.0823,23.7106658146978,29471507609.9,1.00987484146099,72.7401106659999,13.3808225043823,,,,,,1.04502802369954,8.44505454093306,53.4375044741772,10.9796949877447,21.5781326632255,,,21137959774.3691,20600786735.9033,-24.9699654602793,84.7916044961703,21333615037.2353,20618725815.103,-12.166842267111,85.5764448423356,-0.784840346165324,66434.2279417587,22676668147.1,22051557831.0223,-18.5756084585716,90.9638913757087,1.16185333991999,1.16185333991999,-9.405466355121275
Madagascar,MDG,Sub-Saharan Africa,Low income,2022,17.3953659613916,6040891799.16555,1.53783805461635,6509514354.32344,51.3559094879603,11.469143091147,0.926668015064399,-304576.505662138,4689006259.13799,0.602100159951887,4738122495.75769,29.7220740166668,32.1404790343665,3.05272592480357,3.79089165087693,15.4306764298144,4.55783844747276,3.43669816358263,2.87214960613292,8.16059031991844,5.395135926504,54.9864657288642,8.77415359614175,7.06415962142297,60.5666666666667,2.2,4680944198.87187,5309748843.05314,26.5122334315842,30.5432948746479,6130829741.47395,6245254559.19812,21.2262496739184,40.0038395384482,-9.46054466380028,2196.87252729123,7423202467.73547,6677322374.93948,3.57036679757724,48.4366085673273,9.62605733706367,9.62605733706367,-2.126057909739172
Malawi,MWI,Sub-Saharan Africa,Low income,2022,10.9531482405303,3830531216.26616,3.9742048837215,4226096846.35259,45.3614488628235,14.7876440345763,0.472445954445383,95454962.2523758,1421623971.66243,2.91887105349424,1442712278.45532,14.7246602243312,10.020533530302,4.39220201011103,6.2893841450598,32.4500168946338,9.14455541109317,8.90913154939127,6.99481762282133,20.953969729969,8.17283415358105,32.7437026931358,8.79337463800608,17.8618485745066,62.1333333333333,,1409751312.6797,,-24.0748216554421,11.342380846457,4011385129.38504,,-16.4634694938829,32.2742440103241,-20.9318631638671,3217.03128040192,6119564709.74049,6275910967.4939,1.87423315727872,49.2359417778991,17.1668303930955,17.1668303930955,-1.1264402063950156
Malaysia,MYS,East Asia & Pacific,Upper middle income,2022,18.9262584459191,283757847485.675,7.37483717221168,317862515142.303,30.4875928791218,14.8667969520576,2.89613781686811,11285060969.9441,312879888024.448,3.70039688011233,333961586001.546,18.7991087135002,19.9948261831349,3.68486215546291,,0.0018688082353233,,,,3.37869862549928,4.03260775736209,19.5385992054514,3.56067957169093,10.8001083373026,87.7,3.7,313245644474.215,288535388352.92,14.5086507945167,76.8077974825844,283918591271.771,267451162900.263,15.9922150179089,69.6168072713231,7.19099021126127,19860.6723786737,208058076252.262,216226420268.473,11.6885016923076,51.0158173538955,6.29629950333799,6.29629950333799,-0.7887243385948123
Maldives,MDV,South Asia,Upper middle income,2022,102.292672697967,4938922409.7158,5.96187997410268,5685908469.11796,31.0849682438979,18.9808297447549,,83000332.2340092,5095627838.52199,,5132120228.51104,2.89545533659095,95.7859955025425,11.8454662775286,8.79044098565256,2.11562034425056,13.5353339647215,11.7797632456361,11.7701411912412,2.33314337624567,,,,,64.0,,5106680724.33038,5442638588.56778,18.0652424494464,82.6708555603035,4915296258.92618,3716083666.62546,35.9379181430277,79.5725773733522,3.09827818695121,24762.3882626076,4544350947.78317,4431576053.0293,14.2840683161186,73.567430802867,3.41301393037079,3.41301393037079,-11.845466277528605
Mali,MLI,Sub-Saharan Africa,Low income,2022,12.5458634641368,7941608591.84033,2.39046852966987,8928925917.88812,53.6708985066098,5.72358962610612,0.193583913465391,67636751.6823716,5855058149.26,2.00645802266843,6059888903.49655,5.67189049852837,29.7446806358366,3.17422530916772,0.86752829857436,13.452221768458,5.1141040922579,5.07473067736537,4.66101297891824,9.62147608489064,,,,,60.8666666666667,2.5,5866178905.32816,3937722084.85807,10.6859192972747,26.025652624667,8009736749.56921,7902321508.82255,7.54753921313626,35.5356748615317,-9.51002223686472,3835.01654356879,7989531853.38916,8401018143.7859,5.13073692085095,35.4460346344289,6.30157800298181,6.30157800298181,-2.9806413957023286
Malta,MLT,Middle East & North Africa,High income,2022,173.752068089859,21406272592.6944,3.12743611056834,43191952927.2458,17.7001606763532,3.02101335960721,144.290767393181,2047862561.94577,23566420272.5118,3.63414153976161,43331588140.2061,19.3145985146257,8.28874411964652,115.053872398938,,,,,,6.15375621933037,3.17010880030739,31.4869213913996,11.1341641368069,18.6948067294792,85.5666666666667,3.4,24315280709.3594,22728683353.626,11.6798001217414,128.460090611122,22089352128.8631,21293535788.7729,18.9869655165263,116.700284480882,11.7598061302403,57906.5421615482,15257486312.0987,13524569341.1724,4.68045112781958,80.6068454474279,5.08858647112045,5.08858647112045,-7.8667672779310776
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2022,,,,,,,,,,,,,,0.994849672770884,,,,,,,,,,,58.3333333333333,,103432075.500488,78074867.2485352,-18.8763421446807,39.9778416749901,228608440.39917,197154113.769531,6.66896284354274,88.3601338523011,-48.382292177311,,178682219.028473,154431472.361088,2.03789302795343,69.0630003109867,-0.26669263825076,-0.26669263825076,
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2022,13.0805547159888,5769566423.79232,0.0504200744050035,6016954531.79992,49.6771964125875,2.52034621076221,0.0313874288822132,,4132160494.08049,0.352480486307661,4262461399.53756,34.2149184259319,3.36756010123491,14.6644208551054,4.84260103850781,5.44645251276365,8.04677713297794,7.93782599970775,7.65334457305332,9.52526628622843,,,,,63.2,2.5,3798126438.33762,2134724754.24721,16.8000000353021,39.737807822992,5953475023.69027,5304969167.19069,15.3000000013633,62.2880913027036,-22.5502834797117,7636.1660851431,4264134289.96886,3942431156.65028,8.03066595401201,44.6134039235348,-0.612361656234569,-0.612361656234569,-14.66442085510539
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2022,44.8135284063935,8052137441.44027,9.38808385425222,21239517412.6169,35.5656394830852,18.3473237248446,0.99471592636646,-1076472846.59215,6137799123.0485,5.36008526184913,20799707772.9957,8.03010061305043,39.1005001585356,4.21993412406582,40.0897509667225,0.366560289879427,4.35544428502095,0.961960581642389,0.889781361929898,10.7737512242899,1.5431234778714,51.1424357854174,14.7426477477384,9.92519027520958,85.9,2.5,8671207274.78073,9343841998.51788,30.5110354078629,67.0292948520561,10431237060.1439,8147436324.9847,4.67798210261763,80.6345001819556,-13.6052053298995,22899.285207829,8533529186.43069,9123845414.33523,9.41029755931979,65.965029532794,8.52486604490883,8.52486604490883,72.19340940988664
Mexico,MEX,Latin America & Caribbean,Upper middle income,2022,8.16685770055205,674133903694.0,15.409636116724,726517754816.0,39.074322256609,10.4278257248292,1.18290936690195,5493985798.0,630346485313.0,8.74502818347649,648910772159.0,16.0007870845568,53.7121258066261,2.6714140927358,8.43982090446492,0.0683650973455276,8.6120372079918,3.81008278489014,3.77915275174245,7.8962761916855,1.27852528374715,26.3049041656157,5.55374363356022,6.58490510849989,93.5666666666667,3.0,629788673074.2,518040550732.703,9.50646019095787,42.9322902133702,672827146643.746,550740594019.342,8.62733935103918,45.8661953733484,-2.93390515997818,22527.8803769345,852738283405.416,795900576853.328,3.05678006555907,58.1306222617617,6.66664947468669,6.66664947468669,-1.480998051189341
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,2022,,,,,,,,,,,,,,,,,,,,5.40874375479067,,,,,59.1333333333333,,88000000.0,,,21.1560380414413,289000000.0,,,69.4783522042789,-48.3223141628375,,287346300.0,225849459.224346,1.33915996730742,69.080786975766,9.39832118476227,9.39832118476227,
Moldova,MDA,Europe & Central Asia,Upper middle income,2022,25.1300872977125,10265080000.0,2.36634595044095,11103240000.0,40.6203269408924,31.332929702602,0.309528091354559,1660000.0,5980760000.0,0.330358788070231,6878640000.0,21.974343450297,32.7428115156142,4.03446735088075,35.5879359873463,7.97734786953938,10.1122555970366,2.58627842422339,2.05065087284696,28.7372976766235,1.77902089680308,45.4356655628202,17.9993239969515,16.085581580324,95.4,2.8,5988282384.84134,4402797274.09123,29.6833635894192,41.2264594544499,10297187835.8634,7551614634.46352,18.2039874176378,70.8912121253156,-29.6647526708657,10968.7857648182,8553882614.29345,5084342541.04012,1.98805016629531,58.8893896635498,18.8553230591008,18.8553230591008,-3.7249392595261965
Monaco,MCO,Europe & Central Asia,High income,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7720318778.80087,,,87.726603726173,3.01745777692324,3.01745777692324,
Mongolia,MNG,East Asia & Pacific,Upper middle income,2022,26.975079588456,12111839780.0479,5.42562834550389,14071206446.2354,38.9297820000788,28.537445056212,0.442409441117436,445132003.580511,10989319674.2195,1.53191734371943,11333587868.5533,52.4834130873966,22.1025357944091,14.6053065112102,16.9162406665554,2.02947635622054,35.3251689829714,19.1559468332523,18.8554842807495,15.1509728200805,5.13300210915956,24.9228457975075,11.7932245721777,,97.1666666666667,2.3,11155726172.5221,7813474320.60138,32.2734825144826,65.0613511558615,12219703773.3526,12368148475.4519,29.0706860888911,71.2665787886548,-6.20522763279334,10457.4423813005,7025994561.68871,6852442758.00772,6.93658044490608,40.9763284189556,17.7147124177501,17.7147124177502,-14.16289707009264
Montenegro,MNE,Europe & Central Asia,Upper middle income,2022,54.1950772942597,4613740206.98187,1.62252930331638,4882959228.39781,57.1827449912158,5.83452848923139,0.824853789342859,184484404.711376,3177336626.87846,0.944223339259743,3573659395.36277,32.0578054360397,45.5856655199079,13.9582230042507,5.92006614493052,2.12395133156374,23.3914028064542,11.3035812820934,11.222432127147,13.0403036347004,,,,,70.0,2.8,3209682769.03533,2272472586.28492,19.3384573045455,51.3449416638117,4632837811.12107,3961657240.70466,23.2837644676069,74.1109960911823,-22.7660544273705,17107.302305465,3947954183.12448,3150911706.21754,9.35164729495747,63.1549881438444,12.0678020712969,12.0678020712969,-13.133369214907844
Morocco,MAR,Middle East & North Africa,Lower middle income,2022,24.9706660030776,73809723879.5255,2.43667766523886,76602460192.8882,49.0914334008438,17.562643037025,0.487223239705891,1031669385.2192,58575108623.129,0.882113644771497,59479336973.6839,16.0670314562108,41.2862778752704,1.74814323662076,16.7296334379157,1.84914871485373,10.1164827473821,8.02392881634102,7.92258899134151,6.65704202759067,4.00206247511321,43.8674700844924,14.6645265254087,10.0845979275408,90.4,,58681916332.2068,47404713396.2362,20.7433602195014,44.7116282313453,73752886131.4127,56073068597.0675,8.82895774990008,56.1946819703061,-11.4830537389608,13055.9659377961,71527735403.0152,68330866375.7448,6.7911645412877,54.4992684878357,2.60335130813709,2.60335130813709,-1.2609199969148683
Mozambique,MOZ,Sub-Saharan Africa,Low income,2022,19.7154478827248,15931920042.0584,9.41903810797032,17548602561.0234,46.9125903953809,5.305345180475,2.98526015079116,18444971.5954219,9409171853.55761,2.14515792828734,9603958019.00047,78.1880568223183,17.7552006856237,16.0042947069706,16.2116042315025,14.6707603570243,59.157988533058,6.5700514813961,5.36132173299096,10.2794018093421,6.088131012827,32.3838836719258,14.7676954803856,14.7221614463565,59.7,,9409084985.62579,7276839596.2771,26.5058098114799,49.8269428040417,16136472869.5082,15460636742.4823,30.8857773536338,85.4526356129497,-35.625692808908,3189.01203487149,7425964200.02853,8483811768.68633,3.72743518956662,39.3250878300015,9.15161420042132,9.15161420042132,-13.019034556179419
Myanmar,MMR,East Asia & Pacific,Lower middle income,2022,,,,,,,,,,,,,,1.98946076043536,,,7.02818324308264,6.84190283454039,,,,,,,67.5333333333333,,,,,,,,,,,3193.24415669531,24539227289.8167,24365183371.2912,3.92385158627791,39.4185141578482,6.16371648905898,6.16371648905898,
Namibia,NAM,Sub-Saharan Africa,Upper middle income,2022,16.4515175258314,7429817904.09909,1.80909190190694,8308097110.84708,13.9031368524161,8.53198729381997,0.0866312612726303,-7789036.2037604,5360830210.22538,2.41127011415387,5687868450.4486,23.3686171549482,28.5591890210229,8.40166893779959,,3.93123338471134,,,,6.08128114112413,2.30100937998009,25.033504723929,9.49189710753922,12.0419342279059,62.8333333333333,2.9,5085407032.75854,4330927686.39202,23.1798355839236,40.4584718299625,7391349289.04372,8001497101.51132,23.0337153710205,58.8040829514438,-18.3456111214813,12648.1809330804,6964788297.86857,6545651304.77788,2.24958819684042,55.4104498097798,6.41674452090038,6.41674452090038,-0.008314846909505486
Nauru,NRU,East Asia & Pacific,High income,2022,66.0357534252676,165370960.95383,3.53488833064102,174458034.974454,64.9178522672286,23.4546783912644,1.62938852486446,33591727.7413914,78383008.6857889,,183848679.933838,2.9687150215426,1.85811211803344,-5.91699334587118,,20.345623809007,,,,,,,,,37.6333333333333,,81992870.3744686,,,53.8104761904762,172986947.401416,,,113.528285714286,-59.7178095238095,,,,,,-13.1379259038829,-13.1379259038829,7.546381870735632
Nepal,NPL,South Asia,Lower middle income,2022,7.97668216468422,15462868499.2736,5.12200434057977,15709870062.4626,34.0672377711593,48.4934340939822,,,2755022706.75543,0.859719814943693,3337006655.16955,10.0521333030352,29.960997354976,0.160405404733603,9.64583032824804,7.63039550906796,10.2136643776037,9.50596426017261,9.24765827248014,7.6702057938028,,,,,63.4,,2760241582.09798,2258993378.86096,34.060063333683,6.70239086589236,17408444769.7564,16190516745.7234,16.3530768076624,42.2710106140504,-35.5686197481581,4947.20260412899,21590178505.2659,16580931928.8368,5.31702477538181,52.4250544391455,8.24119195502549,8.24119195502549,-0.16040540473360262
