"","rgdpe","rgdpo","pop","emp","avh","hc","ccon","cda","cgdpe","cgdpo","cn","ck","ctfp","cwtfp","rgdpna","rconna","rdana","rnna","rkna","rtfpna","rwtfpna","labsh","irr","delta","xr","pl_con","pl_da","pl_gdpo","i_cig","i_xm","i_xr","i_outlier","i_irr","csh_c","csh_i","csh_g","csh_x","csh_m","csh_r","pl_c","pl_i","pl_g","pl_x","pl_m","pl_n","pl_k"
"Curaçao",4063.8564453125,3921.61401367188,0.185345,0.0571508333086968,NA,NA,3366.93701171875,4673.6796875,4088.18237304688,3886.1494140625,NA,NA,NA,NA,3958.73950195313,3362.58813476563,4648.83984375,NA,NA,NA,NA,0.678768336772919,NA,NA,1.79,0.789286673069,0.752212226390839,0.791318297386169,"Extrapolated","Extrapolated","Market-based","Regular",NA,0.66041624546051,0.336256444454193,0.205977886915207,1.03729057312012,-1.23994648456573,5.29341559740715e-06,0.841855281512627,0.656686716744502,0.620738543508852,0.607330083847046,0.599471211433411,NA,NA
"Cayman Islands",5305.7890625,4819.24951171875,0.071591,0.0501557476818562,NA,NA,3249.16186523438,4660.80224609375,5332.76171875,4886.208984375,21668.939453125,0.000188969672308303,NA,NA,4777.2978515625,3244.35522460938,4649.5419921875,21538.2109375,1.05102074146271,NA,NA,0.490830332040787,0.171570628881454,0.0381561666727066,0.83333,1.36417758464813,1.23779094219208,1.35091316699982,"Extrapolated","Extrapolated","Market-based","Outlier","Regular",0.542440712451935,0.288902997970581,0.122525088489056,1.25726306438446,-1.21097636222839,-0.000155494912178256,1.38124911760306,0.946887835805724,1.2885988412057,0.664759516716003,0.549428224563599,0.742060840129852,1.61362683773041
"Cyprus",45290.20703125,31429.23046875,0.904705,0.40172016620636,1836.27,2.97051954269409,32375.482421875,44046.94921875,45511.99609375,30356.34765625,234915.203125,0.00205755070783198,0.61426717042923,0.835271835327148,34787,32291.04296875,43724.03515625,233595.828125,1.03147828578949,1.0283739566803,1.0455664396286,0.534458756446838,0.11143684387207,0.0350438952445984,0.949623753156941,0.724971294403076,0.680615365505219,1.02041804790497,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.841961443424225,0.384481966495514,0.224553003907204,0.339410722255707,-1.10536217689514,0.314954966306686,0.701663717371992,0.557576409065123,0.812363076126793,0.545254051685333,0.428459852933884,0.423048377037048,0.635870158672333
"Czechia",510548.28125,483814.46875,10.673213,5.31761169433594,1779.41,3.77818751335144,343853.25,509203.625,513348.21875,484920.75,2824583,0.0296771768480539,0.634611427783966,0.624500513076782,484241.5,343540.90625,505892.90625,2808995.5,1.02721428871155,0.997733592987061,1.00232660770416,0.520278811454773,0.0652609765529633,0.0517864339053631,23.357,0.598296403884888,0.587965846061707,0.622434139251709,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.460608810186386,0.340984344482422,0.24848285317421,0.733827888965607,-0.78390383720398,0,0.656259733550834,0.566483090189572,0.490850625892242,0.614178121089935,0.568533658981323,0.442943036556244,0.442653268575668
"Germany",5004375.5,5083222,84.086227,45.8390464782715,1340.14,3.69603681564331,3685139,4902097.5,5027633,5119789.5,20831474,0.218581184744835,1.04185116291046,0.934844970703125,5112367,3676311,4877255,20761662,1.01132822036743,1.00167214870453,1.01599323749542,0.637464284896851,0.0452444963157177,0.0366098992526531,0.949623753156941,0.841523587703705,0.828142523765564,0.813235938549042,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.523172914981842,0.237696930766106,0.196610376238823,0.616832494735718,-0.574312806129456,0,0.815809246851051,0.787622580206872,0.909948446926611,0.603573203086853,0.612902641296387,0.901249647140503,0.62652713060379
"Djibouti",7060.3662109375,7861.0703125,1.137096,0.185964092612267,NA,NA,6064.18994140625,8757.4384765625,7106.04541015625,7785.59375,25179.66015625,0.000213517312658951,NA,NA,6894.60693359375,6057.59765625,8816.900390625,25041.83203125,1.06855177879334,NA,NA,0.633568584918976,0.10567382723093,0.0493919588625431,177.721,0.500477015972138,0.517145752906799,0.472007840871811,"Extrapolated","Benchmark","Market-based","Regular","Regular",0.546988785266876,0.345927208662033,0.23191000521183,1.02352654933929,-1.1450697183609,-0.00328279822133482,0.530939636170785,0.554677570208176,0.428627106708891,0.63780289888382,0.664544582366943,0.346495598554611,0.572181403636932
"Dominica",1091.18676757813,1039.81799316406,0.066826,NA,NA,NA,929.222595214844,1396.46325683594,1099.49829101563,1022.72766113281,5658.67529296875,NA,NA,NA,1038.99072265625,928.308959960938,1381.53015136719,5622.3720703125,NA,NA,NA,NA,NA,0.0451237931847572,2.7,0.584901392459869,0.552470803260803,0.593941867351532,"Extrapolated","Extrapolated","Market-based","Regular",NA,0.684925138950348,0.45685738325119,0.223647743463516,0.0538919977843761,-0.406881034374237,-0.0124411899596453,0.599245088441627,0.487974691774171,0.540973499730175,0.62438839673996,0.458804190158844,0.363043546676636,NA
"Denmark",410517.28125,393465.4375,5.902904,3.15804839134216,1385.05,3.65001320838928,245145.46875,373333.5625,412768.59375,395310.71875,1965389.875,0.0211314968764782,0.950241327285767,0.841000497341156,386864.59375,244873.546875,369223.75,1954784.75,1.02845907211304,0.980614542961121,0.962039351463318,0.567925989627838,0.0848508179187775,0.0448842123150826,7.0761518625,1.07808816432953,0.973779380321503,1.01678395271301,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.419015169143677,0.324271738529205,0.20111845433712,0.586614191532135,-0.569714546203613,0.0386950001120567,1.06274355732943,0.774300555303198,1.11005754303485,0.660560071468353,0.578705608844757,0.689972102642059,0.745638489723206
"Dominican Republic",247053.828125,255117.46875,11.230734,5.2583179473877,2057.7,2.88338804244995,200334.84375,273583.90625,248473.0625,253761.625,1280540.25,0.0101252049207687,0.606557071208954,0.612830877304077,256652.09375,200061.375,272475.71875,1272652.375,1.06309521198273,0.991975545883179,1.00264990329742,0.426505953073502,0.116611905395985,0.0348226465284824,55.1409916666667,0.43542292714119,0.456940442323685,0.447417497634888,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.665649056434631,0.288653016090393,0.123811714351177,0.0754348710179329,-0.242198437452316,0.0886497870087624,0.440161630234525,0.515790407106779,0.409946202815597,0.610183477401733,0.540502548217773,0.32886067032814,0.583441317081451
"Algeria",702550.0625,657201.4375,45.477389,11.4524326324463,2237.79,2.48042869567871,448534.09375,635915.6875,705982.5,664297.0625,2787721,NA,NA,NA,645138.5,447875.0625,638417.4375,2775426.75,NA,NA,NA,NA,NA,0.044100359082222,141.994975,0.272133231163025,0.319609135389328,0.339665025472641,"Extrapolated","Extrapolated","Market-based","Regular",NA,0.429536163806915,0.282074987888336,0.245664924383163,0.162245258688927,-0.110271632671356,-0.00924973841756582,0.304929641326654,0.433251963327496,0.214789881983961,0.585927486419678,0.52789044380188,0.283813804388046,NA
"Ecuador",251857.5,254771.328125,17.823897,8.44466495513916,1592.91,2.79839634895325,192921.421875,253176.546875,253053.90625,256670.921875,1453070.125,0.0122650284320116,0.506126642227173,0.467853635549545,255242.65625,192718.703125,251921.71875,1444966.75,1.0232470035553,1.03527235984802,1.04348850250244,0.529587686061859,0.0899191349744797,0.0385921932756901,1,0.469887346029282,0.460716396570206,0.454223960638046,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.615851938724518,0.234756320714951,0.135777547955513,0.224822923541069,-0.186830595135689,-0.0243781134486198,0.474634982274493,0.431353380558263,0.448353292819668,0.536762237548828,0.587823808193207,0.271785110235214,0.405685991048813
"Egypt",1740342,1895654,112.61825,27.9374485015869,2368.25,2.80485892295837,1650060.375,1864987,1746094.625,1896175.5,3104355.25,0.0273305848240852,1.20046043395996,1.10649406909943,1911510.875,1657363.25,1891087,3092952,1.0556093454361,0.99247670173645,0.984217941761017,0.361513197422028,0.336078763008118,0.0504792965948582,19.1604397412204,0.222729817032814,0.234412789344788,0.215859189629555,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.785617232322693,0.113347455859184,0.0845872759819031,0.0278309639543295,-0.0709241628646851,0.0595412664115429,0.226741021174612,0.324106601707958,0.185475186635749,0.645417869091034,0.641714990139008,0.218630000948906,0.867531478404999
"Spain",2139254.5,2138559,47.828382,20.5351524353027,1653.44,3.05045986175537,1518430.25,2131574.75,2150557.75,2136134.5,13357267,0.122586287558079,0.850021779537201,0.794888257980347,2128923.75,1517114.25,2119420.75,13295520,1.01712965965271,1.02528059482574,1.00356793403625,0.598189532756805,0.0614506863057613,0.0373952947556973,0.949623753156941,0.728400528430939,0.672615349292755,0.677156925201416,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.518437564373016,0.287034600973129,0.192393258213997,0.316462248563767,-0.375854969024658,0.0615273043513298,0.736449735952875,0.534465397951117,0.706710546219119,0.589430570602417,0.591235756874085,0.447490006685257,0.430160403251648
"Estonia",59838.6875,54735.91015625,1.350091,0.677998721599579,1601.72,3.56257843971252,40494.19921875,60477.859375,60197.1796875,54625.203125,293264.53125,0.00291330856271088,0.708570957183838,0.73517519235611,55177.88671875,40546.29296875,60333.1953125,292573.03125,1.02414417266846,0.963193237781525,0.963472962379456,0.576008021831513,0.0812098905444145,0.0447303578257561,0.949623753156941,0.677530109882355,0.63750571012497,0.702533721923828,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.501297891139984,0.36583223938942,0.240011900663376,1.00253164768219,-1.11737430095673,0.00770050473511219,0.734294853874726,0.556401749750221,0.558969063105356,0.607305109500885,0.55266010761261,0.430867403745651,0.506715953350067
"Ethiopia",356218.6875,383375.375,125.384287,55.1269912719727,1595.83,1.51901984214783,340932.25,393791.125,357642.40625,383380.5,832306.6875,NA,NA,NA,369074.1875,340375.90625,385265.3125,826429.0625,NA,NA,NA,NA,NA,0.0427186489105225,51.7562150334169,0.295772641897202,0.332627922296524,0.310297101736069,"Extrapolated","Extrapolated","Market-based","Regular",NA,0.78774219751358,0.137875780463219,0.101536840200424,0.0088028758764267,-0.0660743713378906,0.0301166642457247,0.304898191833728,0.570339148880949,0.224974923103618,0.670070946216583,0.705370962619782,0.365110725164413,NA
"Finland",309515.3125,293108.875,5.569299,2.74890518188477,1512.55,3.57393145561218,219825.796875,318474.96875,311213.96875,292662.71875,1830036.125,0.0180351361632347,0.791334867477417,0.806997954845429,296342.75,219615.703125,315579.9375,1821321.375,1.02098476886749,0.98576158285141,1.00110423564911,0.57607901096344,0.0582570433616638,0.0360719300806522,0.949623753156941,0.953328311443329,0.900478661060333,0.957558035850525,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.504970729351044,0.337074607610703,0.246152624487877,0.479794561862946,-0.567090630531311,-0.000901923165656626,0.959903506682516,0.782710437923299,0.939839645344592,0.617844104766846,0.560608088970184,0.692879498004913,0.5976282954216
"Fiji",11447.31640625,11503.384765625,0.919422,0.323007762432098,NA,2.71910119056702,11815.623046875,13957.0615234375,11499.47265625,11256.8720703125,31871.662109375,0.000341008475515991,0.654672205448151,0.760684072971344,11641.498046875,11811.48828125,13918.111328125,31791.244140625,1.01983451843262,1.15221190452576,1.0997109413147,0.488626480102539,0.205717712640762,0.0825343951582909,2.2014069869585,0.432767003774643,0.432150542736053,0.441464006900787,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.833995878696442,0.190233916044235,0.215640559792519,0.170857116580009,-0.599084556102753,0.188357099890709,0.436101328600478,0.428749160005931,0.419871386519518,0.487283527851105,0.435256391763687,0.270110011100769,0.67611289024353
"France",3534123.75,3505982.75,68.48668,30.2880458831787,1491.91,3.29128694534302,2659016.25,3651234.75,3552379,3507284,21054822,0.218624651432037,0.910163402557373,0.887958407402039,3516481.75,2655980,3633722,20959584,1.02358996868134,0.987862050533295,0.990310192108154,0.643309414386749,0.0430694930255413,0.0373813062906265,0.949623753156941,0.826515018939972,0.787163257598877,0.797284305095673,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.524112582206726,0.282902240753174,0.234028577804565,0.298865288496017,-0.362000852823257,0.0220921505242586,0.821332075267835,0.681705740787574,0.838122270876805,0.60500705242157,0.609435617923737,0.604314625263214,0.413913697004318
"Gabon",52044.609375,50239.80859375,2.430747,0.654971659183502,2179.7,2.99687314033508,21914.498046875,29698.125,52188.5546875,51654.703125,102155.296875,0.00126668764278293,0.956537008285523,0.515377104282379,47274.8046875,21753.54296875,29469.427734375,101692.3984375,1.06118142604828,0.959833920001984,0.957825481891632,0.275395452976227,0.356522142887116,0.0547812022268772,623.759700911182,0.381297469139099,0.391670614480972,0.395718574523926,"Extrapolated","Extrapolated","Market-based","Regular","Outlier",0.243610993027687,0.150685727596283,0.180638819932938,0.428274840116501,-0.122747987508774,0.119537621736526,0.488484404839406,0.4208759300587,0.236744252219323,0.400025844573975,0.391787171363831,0.284689247608185,1.06086719036102
"United Kingdom",3576412.25,3471952.25,68.179315,33.2111167907715,1528.88,3.82441544532776,2823107.5,3655539.5,3592804,3460001,16948340,0.166381686925888,0.851331949234009,0.842904269695282,3489716.75,2820909.5,3646296,16889570,1.01945412158966,1.01048302650452,1.01200699806213,0.600083351135254,0.0977876782417297,0.0391129888594151,0.811301715827773,0.924448311328888,0.86674427986145,0.900012075901032,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.604099154472351,0.240587219595909,0.211827635765076,0.260369956493378,-0.384793788194656,0.0679098069667816,0.938276086012745,0.671047051045388,0.885013779552542,0.602411150932312,0.607299029827118,0.538135230541229,0.6790811419487
"Georgia",73009.109375,84065.4140625,3.794784,0.971083641052246,1936.3,NA,63532.78515625,80468.234375,73327.8125,83316.15625,416818.125,0.00331587134860456,NA,NA,85079.0234375,63291.6328125,80371.0625,415085.84375,1.01787507534027,NA,NA,0.437597304582596,0.121331498026848,0.0436077080667019,2.9162,0.336905658245087,0.340724587440491,0.299876928329468,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.551940500736237,0.20326729118824,0.210610136389732,0.0948580726981163,-0.283674538135529,0.222998514771462,0.397388707860981,0.355051210151169,0.178399258016212,0.657653987407684,0.55858701467514,0.202802553772926,0.384463548660278
"Ghana",217843.65625,207047.578125,33.149152,12.6487426757813,1653.38,2.64216780662537,187984.21875,220369.203125,218647.640625,208453.609375,585908.0625,NA,NA,NA,207234.046875,188328.234375,220090.5625,583518.375,NA,NA,NA,NA,NA,0.0431851446628571,8.2724,0.336842983961105,0.339648604393005,0.356258481740952,"Extrapolated","Extrapolated","Market-based","Regular",NA,0.772715449333191,0.155358240008354,0.129088193178177,0.14582771062851,-0.105538010597229,-0.0974515601992607,0.362443926642057,0.355934152888142,0.183597097426974,0.554860055446625,0.464298099279404,0.25609028339386,NA
"Guinea",49147.92578125,47648.78515625,14.055137,3.45065665245056,NA,NA,46884.33984375,50915.265625,49275.39453125,48272.59375,78183.2265625,0.000846606679260731,NA,NA,47655.80078125,47026.1328125,50404.3046875,77866.1484375,1.03216695785522,NA,NA,0.421574115753174,0.26005032658577,0.067796029150486,8715.24041935484,0.37227338552475,0.396589189767838,0.404827862977982,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.746205747127533,0.0835033729672432,0.225035637617111,0.335447371006012,-0.164290323853493,-0.225901812314987,0.391658540371117,0.679410081711465,0.307993343695366,0.519849896430969,0.586787283420563,0.395765870809555,1.21135151386261
"Gambia",6693.50048828125,7446.10107421875,2.63647,0.816614985466003,NA,1.47261238098145,7278.47265625,8645.9404296875,6726.44677734375,7402.74755859375,17089.37890625,NA,NA,NA,7428.6796875,7278.94970703125,8634.0751953125,17052.22265625,NA,NA,NA,NA,NA,0.066262811422348,54.9234673586679,0.302651613950729,0.327775239944458,0.29783034324646,"Extrapolated","Extrapolated","Market-based","Regular",NA,0.866237282752991,0.1847243309021,0.116975046694279,0.00255266251042485,-0.154195368289948,-0.0162939615547657,0.314769232874295,0.461497981312209,0.21291678565292,0.672608017921448,0.53084921836853,0.306586474180222,NA
"Guinea-Bissau",4439.8330078125,5102.3759765625,2.105529,0.592096447944641,NA,NA,5167.626953125,5358.45849609375,4449.92236328125,5097.25146484375,7360.53759765625,NA,NA,NA,4855.89794921875,5161.23095703125,5333.1220703125,7311.4560546875,NA,NA,NA,NA,NA,0.0293789245188236,623.759700911182,0.348712056875229,0.354508817195892,0.309487789869308,"Extrapolated","Extrapolated","Market-based","Regular",NA,0.817166864871979,0.0374381020665169,0.196639642119408,0.150207221508026,-0.181473806500435,-0.0199780855327845,0.371107882366098,0.511482331015616,0.255642734053505,0.342901855707169,0.597943663597107,0.291556805372238,NA
"Equatorial Guinea",40265.8515625,37000.34765625,1.803545,0.56277859210968,NA,NA,29087.283203125,31173.333984375,40316.7265625,37717.34765625,115792.1953125,NA,NA,NA,36608.59375,28787.291015625,30857.751953125,115226.8125,NA,NA,NA,NA,NA,0.0607704557478428,623.759700911182,0.317035675048828,0.334520876407623,0.357575207948685,"Extrapolated","Extrapolated","Market-based","Regular",NA,0.359145760536194,0.0553074479103088,0.412045359611511,0.41938903927803,-0.245887592434883,1.34871944460559e-16,0.444831559797381,0.578329563193889,0.20564661411611,0.488013565540314,0.502560496330261,0.393730372190475,NA
"Greece",355333.5625,343832.3125,10.41248,4.93765163421631,1881.75,3.21412491798401,307408.34375,391369.75,356960.71875,338406.9375,2591919.75,0.0216670297086239,0.570555806159973,0.618372917175293,337372.9375,308049.15625,389841.09375,2575210.25,1.01488029956818,1.02865409851074,1.04858040809631,0.538706183433533,0.0754611343145371,0.0307479929178953,0.949623753156941,0.638363242149353,0.613178253173828,0.646796941757202,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.670474529266357,0.24810779094696,0.237923949956894,0.235423803329468,-0.498030751943588,0.106100730597973,0.673992925333008,0.520968481171429,0.53795803478116,0.622146368026733,0.557076632976532,0.368803560733795,0.422784119844437
"Grenada",1854.25341796875,1764.61657714844,0.116913,0.033927995711565,NA,NA,1479.22216796875,1983.82995605469,1864.27770996094,1744.21643066406,8968.9326171875,NA,NA,NA,1757.86828613281,1477.42858886719,1972.71081542969,8932.4345703125,NA,NA,NA,NA,NA,0.0425060354173183,2.7,0.640187740325928,0.65686446428299,0.702079057693481,"Extrapolated","Extrapolated","Market-based","Regular",NA,0.676941692829132,0.289303421974182,0.171130955219269,0.0412597768008709,-0.322624295949936,0.143988460302353,0.680653597077857,0.705751074690687,0.480117116777873,0.582979559898377,0.527448654174805,0.519845247268677,NA
"Guatemala",202647.75,212208.625,17.847877,7.61674213409424,2063.81,1.99822843074799,197210.3125,237264.84375,203595.25,211144.6875,843059.9375,0.00635021692141891,0.639579594135284,0.673522412776947,213146.578125,196969.734375,236720.75,837805.5,1.03721559047699,1.00147700309753,0.99806559085846,0.473105132579803,0.185281708836555,0.0387223213911057,7.74824375,0.484697699546814,0.469709038734436,0.452914714813232,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.839624762535095,0.189701795578003,0.0943808034062386,0.117905981838703,-0.246289163827896,0.00467584328725934,0.477279807280817,0.395911552294421,0.550688441644397,0.604545295238495,0.602129936218262,0.260673880577087,0.71988832950592
"Guyana",29078.16796875,27291.3828125,0.821637,0.249842956662178,NA,2.7450966835022,18364.69921875,20902.224609375,29148.70703125,27084.017578125,NA,NA,NA,NA,27839.115234375,18352.41796875,21093.380859375,NA,NA,NA,NA,NA,NA,NA,208.5,0.494859904050827,0.504941344261169,0.54343444108963,"Extrapolated","Extrapolated","Market-based","Regular",NA,0.499729871749878,0.0936909094452858,0.178334176540375,0.809285461902618,-0.581040441989899,0,0.527550234649162,0.577903260139327,0.403254683459795,0.53223317861557,0.476705461740494,NA,NA
"China, Hong Kong SAR",442845.6875,423640.71875,7.465915,3.73000764846802,2238.71,3.34494066238403,350219.71875,426399.6875,444591.875,426508.9375,2507957,0.0211674831807613,0.749153554439545,0.701881170272827,423851.75,350124.78125,425990.40625,2501630.5,1.00371718406677,0.962235033512116,0.973958134651184,0.526560127735138,0.0846590325236321,0.0338339097797871,7.83141666666667,0.826274573802948,0.806764900684357,0.840969741344452,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.686012029647827,0.1786128282547,0.135119006037712,2.57562589645386,-2.5753698348999,1.6228248649908e-16,0.813266142551999,0.717073609697352,0.892319590375914,0.635016739368439,0.621718168258667,0.578510940074921,0.727842211723328
"Honduras",63089.7734375,66499,10.463872,3.63507604598999,NA,2.55060124397278,64276.55859375,81078.3515625,63431.59765625,65674.8046875,290188.4375,0.00253929081372917,0.424351304769516,0.490948557853699,66538.9765625,64409.48828125,80956.6953125,289240,1.04359877109528,1.02623653411865,1.04093086719513,0.534446656703949,0.125176295638084,0.0482204109430313,24.4858737291131,0.496223151683807,0.495431959629059,0.478509873151779,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.806094288825989,0.255833178758621,0.172615259885788,0.0971673280000687,-0.35884040594101,0.027130339294672,0.517738206333997,0.492405299835317,0.395750174919988,0.645564258098602,0.581963419914246,0.286351472139359,0.52273291349411
"Croatia",141238.015625,138125.703125,3.907027,1.71276998519897,1963.43,3.75744962692261,110899.3125,150761.96875,141933.8125,135928.59375,738166.625,0.00675112148746848,0.636818468570709,0.661912441253662,140457.078125,111252.2421875,150184.203125,734614.3125,1.03140735626221,1.04164063930511,1.04534888267517,0.599800944328308,0.0838456228375435,0.0480207316577435,0.950260999402747,0.514254689216614,0.501319646835327,0.523467540740967,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.521646618843079,0.293261766433716,0.294217824935913,0.324222028255463,-0.628153383731842,0.194805070757866,0.592444670722499,0.465333828887188,0.375624258946938,0.519694864749908,0.482413858175278,0.291788995265961,0.382678359746933
"Haiti",34959.78125,35390.9609375,11.503606,4.59136867523193,NA,1.78811812400818,37809.44921875,42838.85546875,35098.84375,35048.80078125,459448.40625,NA,NA,NA,35031.1640625,37196.6953125,42079.40234375,456819.9375,NA,NA,NA,NA,NA,0.0121929328888655,115.630715521746,0.526639640331268,0.534241795539856,0.535004675388336,"Extrapolated","Extrapolated","Market-based","Regular",NA,0.898144900798798,0.143497228622437,0.180620923638344,0.0747948810458183,-0.297057926654816,-4.61167399840728e-13,0.591422825965276,0.591392483337454,0.204502649770069,0.517785429954529,0.527530372142792,0.393604904413223,NA
"Hungary",366156.4375,342559.71875,9.684306,4.79605150222778,1698.45,3.51340484619141,267876.9375,385891.625,368215.15625,341531.875,2013655,0.0190580263733864,0.626893699169159,0.663792014122009,345707.8125,268267.6875,384250.8125,2002590.5,1.0274304151535,1.01150727272034,1.01140964031219,0.541318535804749,0.0679599940776825,0.0442627668380737,372.595833333333,0.465495765209198,0.482272803783417,0.519951939582825,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.496442317962647,0.345545142889023,0.287897139787674,0.827431380748749,-0.957315981388092,-1.63891227059042e-16,0.519679339565813,0.520354395737811,0.372063032087897,0.562293589115143,0.512077569961548,0.363522827625275,0.387758135795593
"Indonesia",3809802.25,3763229,278.830529,135.627670288086,1955.58,2.32053375244141,2279333.75,3467233.75,3832242,3789699.25,24505718,0.195326462388039,0.46332049369812,0.397250294685364,3617396.25,2284685,3453962,24372696,1.04872465133667,0.990419328212738,0.975900590419769,0.509304404258728,0.0956913158297539,0.0382599905133247,14849.8539362105,0.351448267698288,0.344204843044281,0.34806889295578,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.500562489032745,0.313454926013947,0.100892551243305,0.121354423463345,-0.102556437253952,0.0662920325994492,0.368859482041286,0.330306259566914,0.265065218121292,0.566431164741516,0.571984708309174,0.186219602823257,0.300645112991333
"India",11852125,12409008,1425.423212,631.638244628906,2430.39,2.21300768852234,9122393,12375774,11918457,12437737,48551788,0.460554838180542,0.416550636291504,0.388421207666397,12424955,9116306,12291002,48223956,1.06106269359589,1.00023245811462,0.986081659793854,0.533480644226074,0.107442542910576,0.0567658767104149,78.6044905829916,0.269240438938141,0.287664115428925,0.275654017925262,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.658479392528534,0.26157334446907,0.0749653726816177,0.0665329545736313,-0.0937989428639412,0.032247930765152,0.255099320791143,0.33932358553872,0.393453045080132,0.58314710855484,0.621166348457336,0.195138439536095,0.315084606409073
"Ireland",656902.375,752304,5.110016,2.54801082611084,1682.55,3.24670171737671,180184.65625,383998.34375,660285.6875,771637.375,2375181,0.0352354161441326,1.16590857505798,0.543731570243835,745524.375,180025.6875,381293.625,2367368.75,1.01300454139709,1.05003201961517,1.04445970058441,0.271447777748108,0.247752740979195,0.0753752067685127,0.949623753156941,1.07281148433685,0.830807447433472,0.710917174816132,"Extrapolated","Extrapolated","Market-based","Regular","Outlier",0.159154683351517,0.264131426811218,0.074354812502861,0.627920031547546,-0.287828922271729,0.162267997860909,1.08080108207481,0.616860099376219,1.05570984642414,0.509938478469849,0.479751348495483,0.525304138660431,1.02907431125641
"Iran (Islamic Republic of)",1384153.25,1331834.5,89.524246,26.691312789917,2251.26,2.69387650489807,1020116.6875,1362289.125,1390577.25,1343913.5,8752683,0.0309055112302303,0.832936227321625,0.791250944137573,1336990,1019667.4375,1341702.875,8703916,1.00070452690125,1.02757704257965,1.01792097091675,0.392824858427048,0.0764275640249252,0.0371179692447186,262154.551971326,0.226364642381668,0.286246478557587,0.296185612678528,"Extrapolated","Extrapolated","Estimated","Regular","Regular",0.473718732595444,0.254609018564224,0.285345494747162,0.0747349485754967,-0.0217679254710674,-0.0666402876377106,0.276123308170809,0.464771817697822,0.143757366609899,0.623513519763947,0.957149267196655,0.246524587273598,0.709490299224854
"Iraq",623833.1875,624872.125,44.070551,10.4644050598145,1586.3,2.36099410057068,328855.375,485043.125,626558.8125,641053.0625,1710240.75,0.030840065330267,0.715741515159607,0.50751256942749,628728.5,327740.1875,481497.90625,1702527.875,1.00650751590729,1.04092919826508,0.93903112411499,0.296306312084198,0.139950200915337,0.0471539571881294,1450,0.423300981521606,0.421639889478683,0.412106603384018,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.33304500579834,0.243642464280128,0.179947435855865,0.393991202116013,-0.127686351537704,-0.0229397900402546,0.436919422188766,0.418142416511788,0.398096115153405,0.458997577428818,0.613286137580872,0.282837271690369,0.546896398067474
"Iceland",25971.3046875,23119.46484375,0.380356,0.215231850743294,1459.89,3.25417709350586,17833.072265625,26152.96484375,26116.572265625,22867.494140625,144168.53125,0.00133580539841205,0.892677307128906,0.956756353378296,22904.951171875,17813.068359375,25845.845703125,143494.546875,1.03618633747101,1.02724623680115,1.02196252346039,0.617417812347412,0.0662539973855019,0.0364599525928497,135.27990200138,1.22220933437347,1.10160732269287,1.25812673568726,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.519353151321411,0.363830536603928,0.260490626096725,0.453917920589447,-0.686831653118134,0.0892394557595253,1.21490878813421,0.843105779149555,1.2367648754223,0.613747656345367,0.571637570858002,0.754738450050354,0.747580111026764
"Israel",451581.875,392636.25,9.103151,4.58300971984863,1890,3.94119048118591,310234.78125,440553.78125,453885.65625,388897.25,1404767.75,0.0149944610893726,0.727882444858551,0.772733271121979,396212.5,310269.25,438193.15625,1397313.625,1.0552054643631,0.997690141201019,1.00592601299286,0.49906313419342,0.141467422246933,0.0462710708379746,3.35961440158189,1.18715381622314,1.16261458396912,1.35689866542816,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.547228693962097,0.335098773241043,0.25050076842308,0.330950975418091,-0.535356640815735,0.0715774223208427,1.21406408467896,1.10419728790227,1.1283671453388,0.647456228733063,0.507220208644867,1.00873303413391,1.59943866729736
